"MTurkCode","listNum","goal","goalType","variable","rating","timeStamp","terminate_time"
"AL7UTA8J27TFK",4,4,"2","satisfaction","1","F2",NA
"ALDQRWYZ8KQ9A",3,1,"2","satisfaction","6","F2",NA
"ALDQRWYZ8KQ9A",3,2,"3","satisfaction","7","F2",NA
"ALDQRWYZ8KQ9A",3,3,"3","satisfaction","5","F2",NA
"AM0QVBV8L6QCJ",2,1,"2","satisfaction","6","F2",NA
"AM0QVBV8L6QCJ",2,2,"2","satisfaction","2","F2",NA
"AMTTB8JUWRRM7",2,1,"2","satisfaction","1","F2",NA
"AMTTB8JUWRRM7",2,2,"3","satisfaction",NA,"F2","F1"
"ANZNAAS2K0DSY",3,1,"1","satisfaction","5","F2","F3"
"ANZNAAS2K0DSY",3,2,"1","satisfaction","7","F2","F2"
"ANZNAAS2K0DSY",3,3,"1","satisfaction","7","F2","F2"
"AOS2PVHT2HYTL",3,1,"1","satisfaction","1","F2",NA
"AOS2PVHT2HYTL",3,2,"1","satisfaction","7","F2","F3"
"AOS2PVHT2HYTL",3,3,"1","satisfaction","5","F2",NA
"APY7YO8CH0ZDP",3,1,"3","satisfaction","7","F2",NA
"APY7YO8CH0ZDP",3,2,"3","satisfaction","5","F2",NA
"APY7YO8CH0ZDP",3,3,"3","satisfaction","4","F2",NA
"AQAXDL1INQC9Q",3,1,"3","satisfaction","3","F2",NA
"AQAXDL1INQC9Q",3,2,"3","satisfaction","5","F2",NA
"AQAXDL1INQC9Q",3,3,"3","satisfaction","6","F2",NA
"AQMLJYUQCSG22",3,1,"3","satisfaction","3","F2",NA
"AQMLJYUQCSG22",3,2,"2","satisfaction","1","F2","F2"
"AQMLJYUQCSG22",3,3,"1","satisfaction","1","F2",NA
"ARQR5NIFA1AJ",3,1,"2","satisfaction","4","F2","F3"
"ARQR5NIFA1AJ",3,2,"3","satisfaction","6","F2",NA
"ARQR5NIFA1AJ",3,3,"1","satisfaction","2","F2",NA
"AS2MFSWNC5CQI",4,1,"2","satisfaction","5","F2",NA
"AS2MFSWNC5CQI",4,2,"2","satisfaction","6","F2",NA
"AS2MFSWNC5CQI",4,3,"2","satisfaction","7","F2",NA
"AS2MFSWNC5CQI",4,4,"2","satisfaction","5","F2",NA
"AS6FM754MF2B2",4,1,"3","satisfaction","5","F2",NA
"AS6FM754MF2B2",4,2,"3","satisfaction","7","F2",NA
"AS6FM754MF2B2",4,3,"2","satisfaction","5","F2",NA
"AS6FM754MF2B2",4,4,"1","satisfaction","1","F2","F2"
"ASY5W2HJPIPF4",2,1,"1","satisfaction",NA,"F2","F1"
"ASY5W2HJPIPF4",2,2,"1","satisfaction","3","F2",NA
"AT6LDQNLKTUSE",2,1,"1","satisfaction","7","F2","F2"
"AT6LDQNLKTUSE",2,2,"2","satisfaction","1","F2","F2"
"AU34T9OMHN4Z4",3,1,"3","satisfaction","6","F2",NA
"AU34T9OMHN4Z4",3,2,"3","satisfaction","1","F2",NA
"AU34T9OMHN4Z4",3,3,"2","satisfaction","1","F2",NA
"AUQTHU5AOZVQC",5,1,"1","satisfaction",NA,"F2","F1"
"AUQTHU5AOZVQC",5,2,"1","satisfaction","2","F2",NA
"AUQTHU5AOZVQC",5,3,"1","satisfaction","1","F2",NA
"AUQTHU5AOZVQC",5,4,"1","satisfaction","1","F2",NA
"AUQTHU5AOZVQC",5,5,"3","satisfaction",NA,"F2","F1"
"AVKMFV9CZ0MLR",5,1,"3","satisfaction","6","F2",NA
"AVKMFV9CZ0MLR",5,2,"3","satisfaction","6","F2",NA
"AVKMFV9CZ0MLR",5,3,"3","satisfaction","6","F2",NA
"AVKMFV9CZ0MLR",5,4,"3","satisfaction","6","F2",NA
"AVKMFV9CZ0MLR",5,5,"3","satisfaction","6","F2",NA
"AWTGJ45ZWUCHH",5,1,"1","satisfaction",NA,"F2",NA
"AWTGJ45ZWUCHH",5,2,"1","satisfaction",NA,"F2",NA
"AWTGJ45ZWUCHH",5,3,"2","satisfaction",NA,"F2",NA
"AWTGJ45ZWUCHH",5,4,"1","satisfaction",NA,"F2","F1"
"AWTGJ45ZWUCHH",5,5,"1","satisfaction",NA,"F2","F1"
"AWVLT2L5AP873",3,1,"3","satisfaction","1","F2","F2"
"AWVLT2L5AP873",3,2,"3","satisfaction","7","F2",NA
"AWVLT2L5AP873",3,3,"3","satisfaction","7","F2",NA
"AXF0OX50YZQC6",5,1,"3","satisfaction","7","F2",NA
"AXF0OX50YZQC6",5,2,"1","satisfaction","2","F2",NA
"AXF0OX50YZQC6",5,3,"2","satisfaction","3","F2",NA
"AXF0OX50YZQC6",5,4,"2","satisfaction","7","F2","F3"
"AXF0OX50YZQC6",5,5,"3","satisfaction","7","F2",NA
"AY4E4CDN0J6JL",4,1,"1","satisfaction","7","F2",NA
"AY4E4CDN0J6JL",4,2,"3","satisfaction","2","F2",NA
"AY4E4CDN0J6JL",4,3,"1","satisfaction","3","F2",NA
"AY4E4CDN0J6JL",4,4,"1","satisfaction",NA,"F2","F1"
"AY5QPUSEADPBG",2,1,"1","satisfaction","1","F2",NA
"AY5QPUSEADPBG",2,2,"3","satisfaction",NA,"F2","F1"
"AYA1LRB27KSR1",5,1,"1","satisfaction",NA,"F2","F1"
"AYA1LRB27KSR1",5,2,"3","satisfaction",NA,"F2",NA
"AYA1LRB27KSR1",5,3,"3","satisfaction",NA,"F2",NA
"AYA1LRB27KSR1",5,4,"3","satisfaction",NA,"F2",NA
"AYA1LRB27KSR1",5,5,"3","satisfaction",NA,"F2",NA
"AYNDATHZBJZ6E",3,1,"3","satisfaction","1","F2",NA
"AYNDATHZBJZ6E",3,2,"2","satisfaction","5","F2",NA
"AYNDATHZBJZ6E",3,3,"3","satisfaction","2","F2",NA
"A10LHWALI4BZPC",4,1,"3","status","continued","F2",NA
"A10LHWALI4BZPC",4,2,"1","status",NA,"F2","F1"
"A10LHWALI4BZPC",4,3,"2","status","continued","F2",NA
"A10LHWALI4BZPC",4,4,"3","status","continued","F2",NA
"A110BZSDZN7E16",3,1,"1","status","completed","F2","F2"
"A110BZSDZN7E16",3,2,"1","status","continued","F2",NA
"A110BZSDZN7E16",3,3,"2","status","continued","F2","F3"
"A11F3MA5FWH6SJ",3,1,"3","status","adjusted","F2","F3"
"A11F3MA5FWH6SJ",3,2,"3","status","continued","F2","F3"
"A11F3MA5FWH6SJ",3,3,"1","status",NA,"F2","F1"
"A11ILN5YSUDVG8",3,1,"3","status","continued","F2",NA
"A11ILN5YSUDVG8",3,2,"3","status","continued","F2",NA
"A11ILN5YSUDVG8",3,3,"2","status","continued","F2",NA
"A121T4P5NKCHCS",3,1,"1","status","completed","F2","F2"
"A121T4P5NKCHCS",3,2,"1","status","continued","F2","F3"
"A121T4P5NKCHCS",3,3,"1","status","continued","F2","F3"
"A132GRVDGXPJGY",3,1,"1","status","continued","F2",NA
"A132GRVDGXPJGY",3,2,"1","status","continued","F2",NA
"A132GRVDGXPJGY",3,3,"1","status","adjusted","F2","F3"
"A13FUEPWBCLBUY",2,1,"3","status","continued","F2",NA
"A13FUEPWBCLBUY",2,2,"3","status",NA,"F2","F1"
"A13O22EMG5ZVN0",3,1,"3","status","continued","F2",NA
"A13O22EMG5ZVN0",3,2,"3","status","continued","F2",NA
"A13O22EMG5ZVN0",3,3,"3","status","continued","F2",NA
"A13WTEQ06V3B6D",3,1,"3","status","continued","F2","F3"
"A13WTEQ06V3B6D",3,2,"3","status","continued","F2",NA
"A13WTEQ06V3B6D",3,3,"1","status","continued","F2",NA
"A1561P9VVA3C1C",3,1,"3","status","continued","F2",NA
"A1561P9VVA3C1C",3,2,"1","status",NA,"F2","F1"
"A1561P9VVA3C1C",3,3,"2","status","continued","F2",NA
"A15VI0QFR2YO50",2,1,"1","status","continued","F2","F3"
"A15VI0QFR2YO50",2,2,"1","status","completed","F2","F2"
"A169WH54HMYS5Z",3,1,"3","status","continued","F2",NA
"A169WH54HMYS5Z",3,2,"3","status","completed","F2","F2"
"A169WH54HMYS5Z",3,3,"3","status","continued","F2",NA
"A16Z9FSSF1X74O",5,1,"3","status","abandoned","F2","F2"
"A16Z9FSSF1X74O",5,2,"2","status","abandoned","F2","F2"
"A16Z9FSSF1X74O",5,3,"1","status",NA,"F2","F1"
"A16Z9FSSF1X74O",5,4,"3","status","continued","F2","F3"
"A16Z9FSSF1X74O",5,5,"3","status","continued","F2",NA
"A1720HSKGQ41VJ",4,1,"1","status",NA,"F2","F1"
"A1720HSKGQ41VJ",4,2,"1","status","continued","F2",NA
"A1720HSKGQ41VJ",4,3,"2","status","abandoned","F2","F2"
"A1720HSKGQ41VJ",4,4,"3","status","continued","F2",NA
"A17KN7NAP48L4B",3,1,"1","status","completed","F2","F2"
"A17KN7NAP48L4B",3,2,"3","status","continued","F2",NA
"A17KN7NAP48L4B",3,3,"3","status","abandoned","F2","F2"
"A18JNQE5GZQIX5",3,1,"3","status",NA,"F2",NA
"A18JNQE5GZQIX5",3,2,"3","status",NA,"F2",NA
"A18JNQE5GZQIX5",3,3,"2","status",NA,"F2",NA
"A18SXC3JEN1O0U",2,1,"3","status","continued","F2",NA
"A18SXC3JEN1O0U",2,2,"3","status","continued","F2",NA
"A196O7GQLD3S2J",3,1,"1","status","continued","F2",NA
"A196O7GQLD3S2J",3,2,"3","status","continued","F2",NA
"A196O7GQLD3S2J",3,3,"3","status","continued","F2",NA
"A198MSVO1VTAT5",4,1,"1","status",NA,"F2","F1"
"A198MSVO1VTAT5",4,2,"1","status",NA,"F2","F1"
"A198MSVO1VTAT5",4,3,"1","status","continued","F2","F3"
"A198MSVO1VTAT5",4,4,"1","status","continued","F2",NA
"A19YQU3ZZ8USPO",3,1,"3","status","adjusted","F2",NA
"A19YQU3ZZ8USPO",3,2,"1","status",NA,"F2","F1"
"A19YQU3ZZ8USPO",3,3,"3","status","continued","F2",NA
"A1ABL45KAK12A5",5,1,"3","status","continued","F2",NA
"A1ABL45KAK12A5",5,2,"3","status","abandoned","F2","F2"
"A1ABL45KAK12A5",5,3,"3","status","adjusted","F2",NA
"A1ABL45KAK12A5",5,4,"2","status","continued","F2",NA
"A1ABL45KAK12A5",5,5,"3","status","continued","F2",NA
"A1ADAWW4IHPCQ7",3,1,"2","status","continued","F2",NA
"A1ADAWW4IHPCQ7",3,2,"3","status","continued","F2",NA
"A1ADAWW4IHPCQ7",3,3,"2","status","continued","F2",NA
"A1AIMKA54UBYIQ",2,1,"3","status","continued","F2",NA
"A1AIMKA54UBYIQ",2,2,"3","status","continued","F2","F3"
"A1AZLJ3R5FQ9B7",3,1,"2","status","continued","F2",NA
"A1AZLJ3R5FQ9B7",3,2,"3","status","continued","F2","F3"
"A1AZLJ3R5FQ9B7",3,3,"3","status","continued","F2",NA
"A1B5SSGMTAQ9B5",2,1,"1","status","continued","F2",NA
"A1B5SSGMTAQ9B5",2,2,"1","status","continued","F2",NA
"A1BG47GSHQ9WSU",2,1,"1","status","continued","F2","F3"
"A1BG47GSHQ9WSU",2,2,"3","status","continued","F2","F3"
"A1BIJGB7XA0GME",3,1,"1","status",NA,"F2","F1"
"A1BIJGB7XA0GME",3,2,"1","status","continued","F2",NA
"A1BIJGB7XA0GME",3,3,"2","status","continued","F2",NA
"A1BSVEBYDZ0AAU",3,1,"3","status","continued","F2",NA
"A1BSVEBYDZ0AAU",3,2,"3","status","continued","F2",NA
"A1BSVEBYDZ0AAU",3,3,"3","status",NA,"F2","F1"
"A1BWS5AD2T4NIR",5,1,"1","status","adjusted","F2",NA
"A1BWS5AD2T4NIR",5,2,"3","status","continued","F2",NA
"A1BWS5AD2T4NIR",5,3,"3","status","continued","F2",NA
"A1BWS5AD2T4NIR",5,4,"3","status","continued","F2",NA
"A1BWS5AD2T4NIR",5,5,"2","status","continued","F2",NA
"A1CI5U3BLQ2DDS",5,1,"1","status","continued","F2",NA
"A1CI5U3BLQ2DDS",5,2,"2","status","continued","F2",NA
"A1CI5U3BLQ2DDS",5,3,"3","status","continued","F2",NA
"A1CI5U3BLQ2DDS",5,4,"3","status","continued","F2","F3"
"A1CI5U3BLQ2DDS",5,5,"3","status","continued","F2",NA
"A1CTUG0RUGCY48",1,1,"2","status","continued","F2",NA
"A1D2ZSPIHOI23K",3,1,"1","status","completed","F2","F2"
"A1D2ZSPIHOI23K",3,2,"3","status","abandoned","F2","F2"
"A1D2ZSPIHOI23K",3,3,"1","status","continued","F2","F3"
"A1D7IULWFI8PB1",3,1,"2","status","continued","F2",NA
"A1D7IULWFI8PB1",3,2,"1","status","continued","F2",NA
"A1D7IULWFI8PB1",3,3,"1","status","continued","F2",NA
"A1DD23J1WBGQUU",3,1,"3","status","continued","F2",NA
"A1DD23J1WBGQUU",3,2,"3","status","continued","F2",NA
"A1DD23J1WBGQUU",3,3,"2","status","continued","F2",NA
"A1EH9BPKYXFBS5",5,1,"1","status","continued","F2",NA
"A1EH9BPKYXFBS5",5,2,"3","status","continued","F2",NA
"A1EH9BPKYXFBS5",5,3,"2","status","continued","F2",NA
"A1EH9BPKYXFBS5",5,4,"3","status","continued","F2",NA
"A1EH9BPKYXFBS5",5,5,"2","status","continued","F2",NA
"A1F1TBDHPYAAXT",3,1,"1","status","continued","F2",NA
"A1F1TBDHPYAAXT",3,2,"1","status","continued","F2",NA
"A1F1TBDHPYAAXT",3,3,"3","status","continued","F2","F3"
"A1G187YBG0DVMQ",3,1,"1","status","completed","F2","F2"
"A1G187YBG0DVMQ",3,2,"2","status","abandoned","F2","F2"
"A1G187YBG0DVMQ",3,3,"3","status",NA,"F2","F1"
"A1G5EPLJEGL381",2,1,"2","status","adjusted","F2",NA
"A1G5EPLJEGL381",2,2,"2","status","adjusted","F2",NA
"A1H5Q9HRH4RPZU",3,1,"3","status","continued","F2",NA
"A1H5Q9HRH4RPZU",3,2,"2","status","continued","F2","F3"
"A1H5Q9HRH4RPZU",3,3,"1","status","abandoned","F2","F2"
"A1IBLFQ2E6VA2J",5,1,"1","status","completed","F2","F2"
"A1IBLFQ2E6VA2J",5,2,"3","status","completed","F2","F2"
"A1IBLFQ2E6VA2J",5,3,"1","status","continued","F2",NA
"A1IBLFQ2E6VA2J",5,4,"3","status","continued","F2",NA
"A1IBLFQ2E6VA2J",5,5,"2","status","abandoned","F2","F2"
"A1IJ56N5Z4TT46",5,1,"3","status","continued","F2",NA
"A1IJ56N5Z4TT46",5,2,"3","status","continued","F2",NA
"A1IJ56N5Z4TT46",5,3,"1","status","continued","F2",NA
"A1IJ56N5Z4TT46",5,4,"1","status","continued","F2",NA
"A1IJ56N5Z4TT46",5,5,"3","status","continued","F2",NA
"A1J8TVICSRC70W",5,1,"1","status",NA,"F2","F1"
"A1J8TVICSRC70W",5,2,"3","status","abandoned","F2","F2"
"A1J8TVICSRC70W",5,3,"1","status",NA,"F2","F1"
"A1J8TVICSRC70W",5,4,"1","status","abandoned","F2","F2"
"A1J8TVICSRC70W",5,5,"3","status",NA,"F2","F1"
"A1K8VUKRL53OX",5,1,"1","status",NA,"F2","F1"
"A1K8VUKRL53OX",5,2,"1","status","continued","F2","F3"
"A1K8VUKRL53OX",5,3,"3","status","continued","F2",NA
"A1K8VUKRL53OX",5,4,"2","status","continued","F2",NA
"A1K8VUKRL53OX",5,5,"1","status","continued","F2",NA
"A1KC342L9WAQ2",3,1,"1","status",NA,"F2","F1"
"A1KC342L9WAQ2",3,2,"1","status","abandoned","F2","F2"
"A1KC342L9WAQ2",3,3,"3","status","continued","F2",NA
"A1LJNQX4KBUXNP",3,1,"3","status",NA,"F2",NA
"A1LJNQX4KBUXNP",3,2,"3","status",NA,"F2",NA
"A1LJNQX4KBUXNP",3,3,"1","status",NA,"F2",NA
"A1LS7GARU7CD08",3,1,"3","status","continued","F2",NA
"A1LS7GARU7CD08",3,2,"3","status","continued","F2",NA
"A1LS7GARU7CD08",3,3,"2","status","continued","F2",NA
"A1M8BYIP0KZJZX",5,1,"1","status","continued","F2",NA
"A1M8BYIP0KZJZX",5,2,"2","status","continued","F2",NA
"A1M8BYIP0KZJZX",5,3,"1","status","continued","F2","F3"
"A1M8BYIP0KZJZX",5,4,"1","status","continued","F2","F3"
"A1M8BYIP0KZJZX",5,5,"2","status","continued","F2",NA
"A1MJWY7UO3CDSM",2,1,"1","status","completed","F2","F2"
"A1MJWY7UO3CDSM",2,2,"1","status","continued","F2","F3"
"A1NVF1YLDLF563",3,1,"3","status","continued","F2",NA
"A1NVF1YLDLF563",3,2,"3","status","continued","F2",NA
"A1NVF1YLDLF563",3,3,"3","status","continued","F2",NA
"A1O9PAK6THJ9Y7",2,1,"2","status","continued","F2",NA
"A1O9PAK6THJ9Y7",2,2,"2","status","continued","F2",NA
"A1OJV3R8BH73BD",3,1,"1","status",NA,"F2",NA
"A1OJV3R8BH73BD",3,2,"1","status",NA,"F2",NA
"A1OJV3R8BH73BD",3,3,"1","status",NA,"F2",NA
"A1OR82RF1ZFWP",3,1,"3","status","completed","F2","F2"
"A1OR82RF1ZFWP",3,2,"1","status","abandoned","F2","F2"
"A1OR82RF1ZFWP",3,3,"3","status","continued","F2",NA
"A1P3I7YCWXF9YG",2,1,"2","status","continued","F2","F3"
"A1P3I7YCWXF9YG",2,2,"3","status","continued","F2","F3"
"A1QT7BQZVOBSY0",4,1,"3","status","continued","F2",NA
"A1QT7BQZVOBSY0",4,2,"1","status",NA,"F2","F1"
"A1QT7BQZVOBSY0",4,3,"3","status","completed","F2","F2"
"A1QT7BQZVOBSY0",4,4,"3","status","continued","F2","F3"
"A1R5W4RQZTROD8",4,1,"2","status","continued","F2",NA
"A1R5W4RQZTROD8",4,2,"3","status",NA,"F2","F1"
"A1R5W4RQZTROD8",4,3,"3","status","continued","F2",NA
"A1R5W4RQZTROD8",4,4,"3","status","adjusted","F2",NA
"A1ROEDVMTO9Y3X",2,1,"1","status","continued","F2",NA
"A1ROEDVMTO9Y3X",2,2,"1","status","continued","F2",NA
"A1RQUOVV8PCXBM",5,1,"2","status","continued","F2",NA
"A1RQUOVV8PCXBM",5,2,"3","status","continued","F2",NA
"A1RQUOVV8PCXBM",5,3,"1","status","continued","F2",NA
"A1RQUOVV8PCXBM",5,4,"3","status","continued","F2",NA
"A1RQUOVV8PCXBM",5,5,"3","status","continued","F2",NA
"A1SISJL5ST2PWH",3,1,"3","status","continued","F2",NA
"A1SISJL5ST2PWH",3,2,"1","status","continued","F2",NA
"A1SISJL5ST2PWH",3,3,"1","status","continued","F2",NA
"A1SL72YBUW8Q8K",4,1,"3","status","continued","F2",NA
"A1SL72YBUW8Q8K",4,2,"3","status","continued","F2",NA
"A1SL72YBUW8Q8K",4,3,"1","status","continued","F2",NA
"A1SL72YBUW8Q8K",4,4,"3","status",NA,"F2","F1"
"A1T83SZBP2DN65",2,1,"1","status","continued","F2","F3"
"A1T83SZBP2DN65",2,2,"2","status","continued","F2",NA
"A1TPGXT718D68E",3,1,"1","status","continued","F2","F3"
"A1TPGXT718D68E",3,2,"1","status",NA,"F2","F1"
"A1TPGXT718D68E",3,3,"1","status","completed","F2","F2"
"A1U8LTCX5XYJ45",3,1,"2","status",NA,"F2",NA
"A1U8LTCX5XYJ45",3,2,"2","status",NA,"F2",NA
"A1U8LTCX5XYJ45",3,3,"2","status",NA,"F2",NA
"A1VFRCYMWGWWCZ",5,1,"3","status","continued","F2",NA
"A1VFRCYMWGWWCZ",5,2,"2","status","continued","F2",NA
"A1VFRCYMWGWWCZ",5,3,"3","status","continued","F2",NA
"A1VFRCYMWGWWCZ",5,4,"3","status","continued","F2",NA
"A1VFRCYMWGWWCZ",5,5,"2","status","continued","F2",NA
"A1VRG5HKZC0H0C",5,1,"1","status",NA,"F2","F1"
"A1VRG5HKZC0H0C",5,2,"1","status","completed","F2","F2"
"A1VRG5HKZC0H0C",5,3,"1","status","completed","F2","F2"
"A1VRG5HKZC0H0C",5,4,"3","status","continued","F2",NA
"A1VRG5HKZC0H0C",5,5,"3","status","continued","F2",NA
"A1W7I6FN183I8F",5,1,"3","status","continued","F2",NA
"A1W7I6FN183I8F",5,2,"3","status","continued","F2",NA
"A1W7I6FN183I8F",5,3,"1","status","continued","F2",NA
"A1W7I6FN183I8F",5,4,"3","status","continued","F2",NA
"A1W7I6FN183I8F",5,5,"3","status","continued","F2",NA
"A1W850QN9RK019",5,1,"2","status",NA,"F2",NA
"A1W850QN9RK019",5,2,"1","status",NA,"F2","F3"
"A1W850QN9RK019",5,3,"2","status",NA,"F2",NA
"A1W850QN9RK019",5,4,"1","status",NA,"F2",NA
"A1W850QN9RK019",5,5,"3","status",NA,"F2","F3"
"A1WJYF201K77BI",5,1,"3","status","completed","F2","F2"
"A1WJYF201K77BI",5,2,"3","status","completed","F2","F2"
"A1WJYF201K77BI",5,3,"3","status","continued","F2","F3"
"A1WJYF201K77BI",5,4,"3","status",NA,"F2","F1"
"A1WJYF201K77BI",5,5,"3","status",NA,"F2","F1"
"A1WQACYPLESVGL",5,1,"1","status","continued","F2",NA
"A1WQACYPLESVGL",5,2,"1","status","completed","F2","F2"
"A1WQACYPLESVGL",5,3,"3","status","continued","F2",NA
"A1WQACYPLESVGL",5,4,"3","status",NA,"F2","F1"
"A1WQACYPLESVGL",5,5,"1","status","continued","F2",NA
"A1WS9UHL45VZ0X",3,1,"1","status",NA,"F2",NA
"A1WS9UHL45VZ0X",3,2,"3","status",NA,"F2",NA
"A1WS9UHL45VZ0X",3,3,"3","status",NA,"F2","F3"
"A1WZY0K6IE3ASG",5,1,"3","status","continued","F2",NA
"A1WZY0K6IE3ASG",5,2,"3","status","continued","F2",NA
"A1WZY0K6IE3ASG",5,3,"3","status","continued","F2",NA
"A1WZY0K6IE3ASG",5,4,"3","status","continued","F2",NA
"A1WZY0K6IE3ASG",5,5,"3","status","continued","F2",NA
"A1X388C6SDCDEY",4,1,"3","status","continued","F2",NA
"A1X388C6SDCDEY",4,2,"3","status","adjusted","F2",NA
"A1X388C6SDCDEY",4,3,"3","status","continued","F2",NA
"A1X388C6SDCDEY",4,4,"3","status","continued","F2",NA
"A1XRWOK00HK1J4",4,1,"3","status","continued","F2","F3"
"A1XRWOK00HK1J4",4,2,"3","status","adjusted","F2",NA
"A1XRWOK00HK1J4",4,3,"3","status","continued","F2",NA
"A1XRWOK00HK1J4",4,4,"3","status","continued","F2",NA
"A1XUZFDVKP95VC",2,1,"2","status","continued","F2",NA
"A1XUZFDVKP95VC",2,2,"1","status","completed","F2","F2"
"A1YPOIURXB6ESR",4,1,"1","status","continued","F2",NA
"A1YPOIURXB6ESR",4,2,"3","status","continued","F2",NA
"A1YPOIURXB6ESR",4,3,"1","status","continued","F2",NA
"A1YPOIURXB6ESR",4,4,"1","status","continued","F2",NA
"A1Z2ZGPJRGG0G3",3,1,"3","status","adjusted","F2",NA
"A1Z2ZGPJRGG0G3",3,2,"3","status","adjusted","F2",NA
"A1Z2ZGPJRGG0G3",3,3,"1","status","completed","F2","F2"
"A1ZT0TLZZTT47M",5,1,"3","status","continued","F2",NA
"A1ZT0TLZZTT47M",5,2,"3","status","continued","F2",NA
"A1ZT0TLZZTT47M",5,3,"1","status","continued","F2",NA
"A1ZT0TLZZTT47M",5,4,"3","status","continued","F2",NA
"A1ZT0TLZZTT47M",5,5,"3","status","continued","F2",NA
"A1ZT30BGR3266K",2,1,"3","status","continued","F2",NA
"A1ZT30BGR3266K",2,2,"3","status","continued","F2",NA
"A207IHY6GERCFO",3,1,"3","status","continued","F2",NA
"A207IHY6GERCFO",3,2,"1","status","continued","F2",NA
"A207IHY6GERCFO",3,3,"3","status","continued","F2",NA
"A2196WCNDZULFS",3,1,"2","status","continued","F2",NA
"A2196WCNDZULFS",3,2,"2","status","continued","F2",NA
"A2196WCNDZULFS",3,3,"2","status","continued","F2",NA
"A21ZYTE6WOKUA",4,1,"2","status",NA,"F2","F1"
"A21ZYTE6WOKUA",4,2,"2","status",NA,"F2","F1"
"A21ZYTE6WOKUA",4,3,"2","status","completed","F2","F2"
"A21ZYTE6WOKUA",4,4,"1","status","continued","F2",NA
"A225BMTMXUR5F4",5,1,"1","status",NA,"F2","F1"
"A225BMTMXUR5F4",5,2,"3","status","continued","F2",NA
"A225BMTMXUR5F4",5,3,"2","status","continued","F2",NA
"A225BMTMXUR5F4",5,4,"3","status","continued","F2",NA
"A225BMTMXUR5F4",5,5,"3","status","continued","F2",NA
"A22SZHZTF72TRM",4,1,"1","status",NA,"F2","F1"
"A22SZHZTF72TRM",4,2,"1","status","continued","F2",NA
"A22SZHZTF72TRM",4,3,"3","status","continued","F2","F3"
"A22SZHZTF72TRM",4,4,"3","status","continued","F2","F3"
"A248PLZABUKB62",5,1,"1","status","continued","F2","F3"
"A248PLZABUKB62",5,2,"1","status","continued","F2","F3"
"A248PLZABUKB62",5,3,"1","status","continued","F2","F3"
"A248PLZABUKB62",5,4,"1","status","continued","F2","F3"
"A248PLZABUKB62",5,5,"1","status","continued","F2",NA
"A255RBA8P0K0XV",5,1,"3","status","continued","F2",NA
"A255RBA8P0K0XV",5,2,"2","status","continued","F2",NA
"A255RBA8P0K0XV",5,3,"3","status","continued","F2",NA
"A255RBA8P0K0XV",5,4,"3","status","continued","F2",NA
"A255RBA8P0K0XV",5,5,"2","status","continued","F2",NA
"A2615YW1YERQBO",3,1,"2","status","continued","F2",NA
"A2615YW1YERQBO",3,2,"2","status","continued","F2",NA
"A2615YW1YERQBO",3,3,"2","status","continued","F2",NA
"A26NGLGGFTATVN",2,1,"3","status","continued","F2",NA
"A26NGLGGFTATVN",2,2,"3","status","continued","F2",NA
"A26UAJWMMNN351",3,1,"1","status","continued","F2",NA
"A26UAJWMMNN351",3,2,"2","status",NA,"F2","F1"
"A26UAJWMMNN351",3,3,"1","status","continued","F2",NA
"A27INSDNTACWAM",4,1,"3","status","continued","F2",NA
"A27INSDNTACWAM",4,2,"3","status","continued","F2",NA
"A27INSDNTACWAM",4,3,"2","status","continued","F2",NA
"A27INSDNTACWAM",4,4,"2","status","continued","F2",NA
"A286W816CMIZL9",3,1,"2","status","continued","F2",NA
"A286W816CMIZL9",3,2,"3","status","continued","F2","F3"
"A286W816CMIZL9",3,3,"3","status","abandoned","F2","F2"
"A28J7H4TH29DC3",3,1,"1","status","continued","F2",NA
"A28J7H4TH29DC3",3,2,"3","status","continued","F2",NA
"A28J7H4TH29DC3",3,3,"3","status","continued","F2",NA
"A2ASTDMWBCFIP0",2,1,"1","status","continued","F2",NA
"A2ASTDMWBCFIP0",2,2,"1","status","completed","F2","F2"
"A2AT6TSPPCR106",4,1,"3","status","continued","F2",NA
"A2AT6TSPPCR106",4,2,"3","status","continued","F2",NA
"A2AT6TSPPCR106",4,3,"2","status","completed","F2","F2"
"A2AT6TSPPCR106",4,4,"3","status","continued","F2",NA
"A2AZYU1CT24O0K",5,1,"1","status","continued","F2",NA
"A2AZYU1CT24O0K",5,2,"3","status","continued","F2",NA
"A2AZYU1CT24O0K",5,3,"3","status","continued","F2","F3"
"A2AZYU1CT24O0K",5,4,"2","status","completed","F2","F2"
"A2AZYU1CT24O0K",5,5,"3","status","abandoned","F2","F2"
"A2BJTPZLXIGO8D",3,1,"3","status","continued","F2",NA
"A2BJTPZLXIGO8D",3,2,"3","status","continued","F2",NA
"A2BJTPZLXIGO8D",3,3,"3","status","continued","F2",NA
"A2CP6MLJVJYBO7",2,1,"3","status","continued","F2",NA
"A2CP6MLJVJYBO7",2,2,"3","status","continued","F2",NA
"A2DVV59R1CQU6T",3,1,"2","status","continued","F2",NA
"A2DVV59R1CQU6T",3,2,"3","status","continued","F2",NA
"A2DVV59R1CQU6T",3,3,"3","status","continued","F2",NA
"A2EK1HDV4I4GSK",2,1,"2","status","continued","F2",NA
"A2EK1HDV4I4GSK",2,2,"2","status","continued","F2","F3"
"A2EMTSJS47K8SU",3,1,"2","status","continued","F2",NA
