"MTurkCode","listNum","total_goal","goal","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility"
57498,5,40,1,2,7,10,7,5,5,4,6,6,2,7,4,5,7,6,6,3,6,7,1,2,5,6,6,7,7,2,1,7,3,7,1,7,6,7,5,4,7,2,7,6
57498,5,40,2,2,7,9,7,7,6,4,5,6,6,5,3,6,7,5,3,2,2,2,2,2,5,7,2,7,6,2,6,2,6,3,2,2,4,6,4,5,5,3,4,4
57498,5,40,3,2,7,5,7,5,5,1,6,5,4,1,6,1,7,4,5,3,NA,1,3,2,2,7,2,5,8,5,2,6,3,7,2,2,6,6,6,5,7,3,5,4
57498,5,40,4,3,7,8,7,5,5,2,5,4,2,2,4,2,7,3,2,3,NA,2,1,2,4,5,4,3,6,6,5,3,5,7,5,2,3,3,6,5,7,3,2,4
57498,5,40,5,3,7,4,7,4,6,3,4,3,6,1,4,1,7,3,1,3,NA,5,2,2,1,4,1,3,8,5,3,6,2,7,5,5,6,5,4,6,7,3,3,2
57573,3,3,1,7,7,11,1,7,7,7,7,7,7,1,7,7,7,4,7,1,7,1,1,1,7,7,7,7,6,7,7,1,7,7,7,7,1,7,7,7,7,1,7,7
57573,3,3,2,7,7,11,1,7,7,7,7,7,7,1,7,7,7,4,7,1,7,1,1,1,7,7,7,7,5,7,7,1,7,7,7,7,1,1,7,7,7,3,7,7
57573,3,3,3,7,7,9,1,7,7,7,7,7,7,1,7,7,7,7,7,3,NA,1,1,1,7,7,7,7,6,7,7,1,7,7,7,7,1,1,7,7,7,3,7,7
58008,5,6,1,6,1,8,2,4,5,2,6,6,2,1,3,3,7,4,3,1,7,5,3,1,7,7,5,7,7,3,2,5,6,6,7,2,5,5,7,7,4,3,6,6
58008,5,6,2,7,5,10,6,4,4,3,6,6,3,1,2,2,7,2,3,1,5,6,1,2,5,7,5,7,3,4,1,6,4,4,5,1,2,6,7,6,3,1,4,1
58008,5,6,3,6,6,9,6,6,5,1,6,5,3,1,4,5,5,3,2,3,NA,2,3,1,5,7,5,6,6,4,6,2,5,7,7,1,6,4,6,7,2,3,2,4
58008,5,6,4,7,7,9,6,3,4,7,6,4,6,1,2,3,7,3,2,1,NA,2,3,1,5,7,3,6,7,3,3,2,3,5,6,1,6,3,6,6,2,3,4,2
58008,5,6,5,7,7,12,6,7,7,1,6,7,5,1,4,6,6,2,2,1,NA,5,3,1,7,7,6,7,7,5,3,5,6,5,5,1,4,7,7,7,3,3,4,4
58099,5,5,1,5,6,8,1,7,6,6,3,7,6,3,5,6,3,5,5,1,7,6,3,1,6,7,6,7,6,6,6,6,6,5,5,5,2,7,6,5,7,3,5,4
58099,5,5,2,6,6,4,2,6,7,7,6,5,7,3,4,3,7,7,3,3,5,5,3,1,7,7,5,7,7,6,2,6,5,6,5,4,6,6,5,6,7,4,5,5
58099,5,5,3,5,5,6,6,6,6,3,3,7,6,2,5,5,6,6,3,1,NA,2,1,1,6,7,5,6,6,6,2,6,5,5,6,3,3,7,6,6,5,3,5,5
58099,5,5,4,5,3,5,1,7,6,7,5,5,6,3,6,5,7,7,5,2,NA,3,3,1,7,7,6,6,7,6,3,5,6,5,4,3,4,6,6,6,6,4,4,5
58099,5,5,5,5,5,7,2,7,7,6,6,7,6,1,6,6,6,6,5,1,NA,6,3,1,7,6,3,7,7,7,5,7,7,5,6,3,3,6,5,7,3,4,7,5
58501,3,3,1,6,7,10,6,6,6,7,7,7,4,2,4,2,7,4,5,3,6,5,2,1,6,6,7,6,7,5,3,5,6,7,7,4,3,7,7,6,5,NA,4,6
58501,3,3,2,4,6,9,7,5,5,5,7,4,5,3,2,1,4,4,4,3,5,6,3,1,2,6,7,4,8,4,2,4,3,7,5,5,2,5,6,6,7,4,4,4
58501,3,3,3,6,5,10,6,7,7,6,7,7,7,2,4,4,6,3,4,1,NA,5,3,1,6,7,6,6,8,6,3,5,6,4,7,6,4,6,7,7,2,4,4,6
58948,3,3,1,4,7,11,7,6,6,2,6,6,1,1,2,6,7,4,4,1,2,3,1,1,7,7,7,6,8,4,5,1,6,6,4,1,2,6,6,6,6,3,6,6
58948,3,3,2,4,6,9,6,5,5,6,6,5,5,2,2,4,7,3,4,3,2,1,1,1,4,5,7,4,4,3,6,1,3,6,5,1,5,3,6,6,7,3,3,4
58948,3,3,3,3,6,8,6,7,5,5,6,4,6,1,2,7,7,6,2,1,NA,2,3,1,6,7,5,4,8,4,1,2,6,6,2,1,6,6,5,6,5,4,4,3
59400,4,4,1,6,6,10,6,7,7,6,6,7,6,1,4,4,7,4,7,1,4,2,1,1,7,7,6,7,5,NA,4,3,7,7,5,3,4,5,7,6,4,3,4,4
59400,4,4,2,4,7,6,5,7,7,6,5,7,6,2,5,3,6,7,7,3,7,1,3,2,6,7,5,7,6,5,1,5,6,7,5,3,5,5,6,5,7,3,5,4
59400,4,4,3,4,6,6,6,6,5,5,5,6,4,3,6,1,6,4,4,3,NA,1,3,1,6,5,5,5,3,5,1,4,6,6,5,2,4,4,6,6,5,3,2,2
59400,4,4,4,4,6,6,1,6,6,6,3,6,5,1,6,1,6,4,6,1,NA,1,1,1,6,6,4,6,1,6,1,3,6,4,6,2,4,4,6,5,1,NA,2,4
59413,3,3,1,4,7,10,1,5,6,5,7,6,2,1,4,2,7,5,2,3,5,5,3,1,2,6,4,6,6,4,1,2,5,7,3,6,5,7,7,4,7,3,6,7
59413,3,3,2,7,7,11,1,7,7,7,7,7,1,5,1,NA,7,4,7,2,5,6,1,1,4,7,7,7,5,6,6,5,1,7,6,1,1,6,6,1,6,4,1,3
59413,3,3,3,3,7,8,1,5,4,7,6,5,5,5,4,4,7,4,5,2,NA,7,3,1,5,7,5,6,6,5,3,7,3,7,4,2,5,7,7,4,7,4,6,2
59650,5,6,1,5,5,10,3,5,5,5,6,6,2,3,6,3,6,4,5,2,5,2,1,1,3,6,6,5,7,6,2,2,4,7,4,2,2,6,6,3,6,4,3,4
59650,5,6,2,4,5,6,5,6,5,3,5,5,2,3,6,2,6,6,4,3,4,5,3,2,3,5,3,4,8,5,2,3,3,5,4,2,3,3,4,3,5,4,3,2
59650,5,6,3,4,6,8,6,4,4,3,5,4,2,2,6,3,6,3,3,3,NA,3,1,2,3,3,4,4,6,5,3,5,5,6,3,2,4,4,6,4,6,3,2,2
59650,5,6,4,5,7,4,6,6,4,3,5,4,6,4,2,5,6,3,4,3,NA,4,3,2,5,5,4,5,8,2,2,5,5,5,6,4,4,6,6,3,5,4,3,4
59650,5,6,5,4,6,10,1,2,3,2,5,5,2,3,6,1,6,3,4,2,NA,2,3,1,2,3,5,2,6,3,2,2,3,6,3,2,2,3,6,3,5,4,3,2
60186,4,4,1,5,6,7,6,6,6,6,6,7,7,1,5,4,7,5,3,2,3,1,1,1,5,6,6,7,4,5,5,3,4,5,5,1,5,4,6,6,5,3,6,5
60186,4,4,2,5,5,4,2,5,6,2,4,5,5,3,2,2,7,6,2,2,5,1,3,1,5,5,3,5,7,5,3,4,4,3,4,2,6,6,5,5,5,3,3,2
60186,4,4,3,5,6,9,3,6,6,5,7,7,6,2,3,2,7,3,4,3,NA,1,1,1,5,5,7,6,4,5,3,1,3,7,4,1,2,3,5,5,7,3,2,1
60186,4,4,4,4,2,5,5,6,6,6,5,6,6,2,5,1,7,5,3,1,NA,1,3,1,3,5,3,6,6,5,2,3,3,3,4,1,6,5,5,5,6,3,5,1
60791,5,4,1,7,6,9,1,6,6,7,7,6,6,3,3,NA,6,4,5,3,3,1,3,1,2,6,7,6,7,3,6,1,2,7,7,1,2,4,7,4,7,4,4,4
60791,5,4,2,6,5,5,2,5,5,7,7,5,4,1,6,2,7,5,3,2,7,6,2,1,1,4,7,5,7,6,1,5,2,7,7,6,5,3,6,4,7,3,6,7
60791,5,4,3,3,7,8,7,7,7,1,5,6,3,3,2,4,7,6,6,3,NA,4,1,2,6,6,5,7,6,4,6,2,4,7,3,2,5,7,4,NA,7,3,5,4
60791,5,4,4,5,7,9,2,6,6,1,7,6,3,3,1,1,7,4,6,3,NA,1,2,1,7,7,6,5,8,3,7,1,6,7,4,2,2,6,7,2,3,4,4,7
60791,5,4,5,3,6,7,2,6,5,1,6,4,1,5,4,3,6,7,4,1,NA,3,3,1,5,3,3,5,8,2,5,3,3,7,2,2,4,3,7,1,3,4,2,5
61166,4,3,1,6,7,9,4,5,5,5,7,7,3,3,3,6,5,7,7,3,5,7,2,1,4,7,6,7,7,5,1,1,6,7,4,2,1,6,6,4,7,3,7,4
61166,4,3,2,5,7,8,7,5,5,6,5,6,5,3,4,4,5,5,6,3,3,5,2,2,5,5,6,6,6,6,1,4,5,7,5,3,2,5,6,6,7,3,5,3
61166,4,3,3,6,7,11,4,5,5,6,6,7,5,3,4,4,6,4,6,2,NA,5,1,1,4,6,6,6,7,5,2,2,6,7,5,2,2,6,6,5,6,3,6,4
61166,4,3,4,5,7,7,1,5,5,4,6,6,3,3,3,3,7,6,5,3,NA,5,2,1,6,7,7,6,6,5,1,4,6,7,4,3,2,6,5,4,6,4,5,4
61492,3,4,1,5,4,8,6,5,5,5,3,3,4,4,4,4,5,3,3,1,4,3,2,2,4,4,3,5,4,4,5,5,2,4,3,4,3,3,5,3,6,2,5,3
61492,3,4,2,6,3,3,5,5,3,3,5,4,4,3,3,4,7,3,5,1,5,3,2,2,5,5,5,2,6,4,5,3,4,3,5,3,3,5,4,3,3,3,6,3
61492,3,4,3,5,3,5,4,2,4,3,5,7,6,5,4,4,3,7,2,2,NA,3,1,1,5,3,3,2,5,5,5,5,4,3,2,6,3,6,4,3,2,4,5,2
62166,2,2,1,7,7,10,NA,7,7,7,7,7,4,1,2,4,7,3,2,3,5,1,3,1,7,7,7,7,5,5,4,2,7,7,5,1,2,5,6,7,7,4,3,7
62166,2,2,2,6,NA,7,1,7,7,7,7,7,7,1,2,NA,7,7,7,3,7,4,3,1,7,7,7,7,8,5,4,4,7,7,7,2,5,7,3,7,7,4,7,7
62486,3,3,1,7,6,6,1,6,6,7,5,6,7,2,4,6,6,7,5,2,4,1,2,1,7,6,5,6,6,6,5,5,4,6,5,3,5,5,6,6,7,3,5,5
62486,3,3,2,6,4,8,7,6,6,3,6,5,5,1,6,7,7,6,6,3,6,2,1,1,6,5,6,6,6,7,7,2,4,7,5,1,4,4,7,7,7,3,5,5
62486,3,3,3,6,4,6,1,7,7,7,5,7,6,1,6,5,7,7,7,1,NA,1,3,1,7,7,5,6,8,7,1,4,5,6,5,2,6,7,5,4,7,4,7,4
62812,4,4,1,4,7,8,7,6,6,1,7,7,1,2,1,5,7,7,7,3,5,1,1,2,7,7,5,7,6,7,5,1,4,7,7,5,3,7,7,7,7,3,7,7
62812,4,4,2,6,7,4,7,5,6,7,7,6,7,1,1,2,7,4,4,3,2,1,3,1,7,7,3,5,8,4,1,5,5,7,7,5,6,5,7,7,7,3,7,3
62812,4,4,3,4,7,4,7,6,5,3,5,7,7,2,1,2,5,7,7,3,NA,5,3,2,5,7,5,4,7,3,1,7,5,7,5,6,7,5,2,7,7,2,5,7
62812,4,4,4,7,7,10,7,5,6,4,7,7,7,1,1,1,3,3,3,3,NA,5,1,2,3,6,7,4,6,3,6,1,5,7,7,1,5,6,7,7,6,3,3,7
63105,4,3,1,7,6,9,6,7,7,5,6,7,5,5,5,6,7,7,7,1,6,6,1,2,6,7,6,7,7,6,3,7,5,6,5,3,3,6,6,7,6,2,5,7
63105,4,3,2,5,6,7,4,7,7,7,6,6,7,5,6,6,7,7,5,2,6,5,3,1,6,7,6,7,7,7,5,6,7,7,3,6,6,6,5,6,6,3,6,6
63105,4,3,3,6,7,8,7,7,7,7,6,7,7,6,7,7,7,7,5,3,NA,6,2,NA,6,7,5,7,8,6,5,3,7,5,6,6,5,5,6,7,6,4,5,7
63105,4,3,4,7,5,8,1,6,6,5,5,5,7,3,5,5,7,4,5,1,NA,6,2,1,6,5,6,5,7,6,5,3,3,5,6,6,6,5,5,6,6,3,3,6
63241,3,3,1,7,7,10,7,7,6,6,7,7,5,1,7,4,7,5,7,3,7,4,1,1,6,7,7,7,1,7,6,2,6,7,7,2,3,5,7,7,7,3,6,5
63241,3,3,2,7,7,6,7,7,7,7,7,7,6,1,7,6,7,7,7,3,7,7,3,1,7,7,7,7,6,7,2,4,7,7,7,5,6,5,7,7,7,3,7,7
63241,3,3,3,6,7,10,7,7,7,7,7,6,2,1,1,4,7,4,4,3,NA,4,1,1,5,7,7,6,5,6,6,1,6,7,6,1,1,6,7,4,7,4,4,4
63745,3,3,1,5,7,10,1,6,6,3,5,7,6,2,4,6,5,5,7,1,6,5,1,2,4,5,6,6,6,3,4,2,4,6,6,4,3,5,6,5,7,2,6,7
63745,3,3,2,7,7,6,7,7,7,6,7,7,6,5,5,7,5,6,5,3,7,7,3,2,6,7,7,7,8,7,7,7,7,7,5,7,1,7,6,7,7,3,6,7
63745,3,3,3,5,7,11,6,6,5,4,6,7,6,2,3,3,5,4,4,3,NA,6,1,2,2,5,5,6,6,6,7,6,3,7,6,7,2,3,6,6,7,3,6,7
63885,2,2,1,4,6,8,4,3,4,3,6,3,2,2,3,1,5,3,3,3,1,2,3,1,4,4,4,4,6,3,2,1,3,7,1,1,2,3,6,4,6,3,3,2
63885,2,2,2,3,7,4,7,4,4,3,4,3,2,1,4,1,4,7,3,3,3,3,1,2,4,5,4,3,1,4,4,1,3,7,4,1,2,4,4,5,7,4,3,1
63915,3,3,1,5,7,6,1,7,7,7,6,7,2,2,4,7,5,6,4,1,4,6,1,2,7,7,6,7,7,7,1,4,6,4,4,3,2,6,4,4,7,3,7,7
63915,3,3,2,4,7,5,2,NA,5,4,7,6,4,1,4,1,7,4,5,1,1,1,1,1,4,5,4,7,5,6,6,1,4,7,1,1,2,4,6,1,7,4,7,1
63915,3,3,3,6,7,6,1,7,5,6,5,3,4,5,1,2,1,4,3,2,NA,4,3,1,6,5,4,6,8,6,3,1,6,4,3,4,4,3,6,4,7,4,6,1
64442,2,2,1,7,1,11,1,6,6,4,7,7,7,1,4,7,7,7,7,1,7,7,1,1,7,7,7,7,6,7,4,1,7,4,7,7,1,7,7,7,7,3,7,7
64442,2,2,2,5,7,11,1,6,6,7,7,7,7,1,4,7,7,7,6,1,4,7,1,1,7,7,7,7,5,6,1,1,7,6,4,1,4,4,7,4,7,3,4,4
65127,5,3,1,4,7,10,7,6,6,7,7,7,7,4,7,3,7,5,7,3,7,1,3,1,7,7,7,7,8,7,7,1,7,7,5,1,4,7,7,7,7,3,4,5
65127,5,3,2,5,7,10,2,6,6,5,7,5,3,1,7,2,7,6,5,3,1,2,3,1,7,5,7,7,8,7,6,1,4,7,6,2,4,7,7,5,7,2,4,5
65127,5,3,3,5,7,8,3,5,5,4,7,4,3,3,6,2,7,3,4,3,NA,1,3,1,6,6,7,5,4,5,2,3,5,7,5,1,4,7,7,3,7,2,7,1
65127,5,3,4,5,7,9,3,5,6,5,6,5,5,1,6,3,7,6,4,2,NA,1,3,1,7,7,4,5,8,7,4,1,5,7,5,1,4,7,7,7,7,2,4,1
65127,5,3,5,6,7,12,7,6,6,4,7,7,5,1,4,2,7,3,4,2,NA,1,2,1,7,7,7,5,8,4,4,1,7,4,7,1,4,3,7,7,7,4,3,7
65521,2,2,1,7,7,10,7,5,6,6,7,7,4,1,4,1,6,5,6,3,5,5,3,1,6,7,7,6,6,5,2,5,5,7,7,3,2,6,6,7,7,3,6,7
65521,2,2,2,6,7,9,3,6,6,7,5,7,3,1,6,1,6,6,7,3,6,5,3,1,6,6,6,6,6,5,2,2,4,7,5,2,2,6,6,6,7,3,5,7
66597,5,4,1,7,7,10,7,7,6,5,7,7,1,1,7,4,7,7,6,1,6,1,1,1,7,7,7,7,4,7,7,1,7,7,7,1,1,2,7,5,7,3,4,1
66597,5,4,2,5,7,11,7,7,7,6,7,7,4,1,7,7,7,7,7,3,7,1,1,2,7,7,7,7,7,7,7,1,7,7,4,1,2,7,7,7,7,2,7,2
66597,5,4,3,7,7,10,7,7,6,5,7,7,6,1,7,7,7,7,6,3,NA,7,1,NA,7,7,7,7,2,7,7,7,7,7,7,7,1,7,7,7,7,3,7,4
66597,5,4,4,7,7,11,7,7,6,6,7,7,7,1,7,5,7,7,7,1,NA,6,1,1,7,7,7,7,8,7,7,7,7,7,7,7,1,7,7,7,7,4,7,7
66597,5,4,5,7,7,12,7,7,7,7,7,5,1,1,7,6,7,7,3,3,NA,7,2,2,7,7,7,7,8,7,7,7,7,7,7,7,4,4,7,7,7,3,1,1
66776,3,3,1,6,7,7,3,6,6,3,7,6,5,3,1,4,6,5,4,3,3,2,3,1,7,5,5,7,8,2,3,3,5,7,2,1,4,4,7,6,7,4,5,3
66776,3,3,2,4,7,6,1,6,5,5,7,6,3,4,1,3,6,5,5,3,2,2,3,1,3,5,7,7,8,6,2,2,5,7,3,1,2,6,7,5,7,NA,5,3
66776,3,3,3,7,7,8,1,5,6,1,6,7,2,4,1,4,3,5,5,3,NA,5,1,1,3,6,6,7,7,2,2,5,5,6,5,3,2,7,7,7,7,4,4,5
67148,1,1,1,6,7,10,1,4,4,5,6,4,5,1,1,1,6,3,4,2,2,2,1,1,5,5,5,4,6,2,4,2,4,7,3,2,1,2,6,5,6,4,2,2
67237,4,4,1,6,7,10,5,7,7,7,7,7,5,1,1,4,6,6,5,3,2,5,3,1,4,7,6,7,6,5,3,2,3,7,2,1,3,6,6,6,7,3,7,1
67237,4,4,2,4,6,10,7,6,6,2,6,6,3,3,NA,4,7,6,5,1,1,5,1,2,4,6,6,6,6,4,2,5,4,7,1,1,4,6,6,4,7,3,4,4
67237,4,4,3,6,6,8,2,6,5,5,5,5,4,1,5,3,7,4,3,3,NA,1,1,1,6,5,4,4,4,4,6,1,1,7,4,1,5,5,5,4,7,2,3,1
67237,4,4,4,7,4,10,5,7,7,7,7,7,3,1,2,6,7,4,5,3,NA,3,3,1,7,7,7,7,6,4,5,6,7,7,4,1,5,7,7,5,7,3,5,1
67366,5,5,1,6,6,7,3,7,7,7,7,7,4,1,7,NA,7,4,3,3,7,5,1,2,7,7,6,7,4,7,1,5,4,7,7,5,4,4,7,7,7,3,6,6
67366,5,5,2,7,1,7,4,6,7,7,7,7,5,1,7,3,7,7,4,1,7,6,1,1,7,7,7,7,4,7,1,7,7,3,7,7,5,7,7,7,1,3,7,7
67366,5,5,3,5,7,5,7,5,5,7,7,4,7,2,3,NA,7,5,3,3,NA,1,3,1,5,5,7,7,6,7,1,6,4,7,4,7,5,5,7,7,7,4,5,3
67366,5,5,4,5,4,5,4,5,6,7,7,5,7,3,5,1,7,7,6,3,NA,5,1,1,7,7,7,6,7,7,1,3,4,7,7,4,7,5,7,7,7,4,5,5
67366,5,5,5,6,NA,6,1,6,7,7,7,6,4,1,4,1,7,7,6,3,NA,7,1,1,6,7,6,7,6,7,1,4,5,7,7,7,4,5,7,7,7,4,6,5
67967,2,2,1,5,7,8,7,6,6,6,5,5,6,1,2,6,6,5,3,3,3,3,2,2,4,5,5,6,8,3,3,2,3,7,5,2,4,5,5,5,7,3,5,4
67967,2,2,2,4,7,9,7,6,6,5,5,5,5,2,3,4,4,4,5,3,5,2,1,2,3,6,5,6,6,4,3,2,4,6,5,3,4,5,6,6,7,3,5,4
67994,3,3,1,5,5,7,6,6,5,3,5,4,5,2,4,5,7,4,5,3,4,3,3,2,5,6,3,5,6,5,2,2,4,4,5,3,4,4,6,6,4,4,4,4
67994,3,3,2,6,7,10,3,6,5,5,6,6,7,1,2,2,7,2,4,3,2,3,1,1,4,5,5,5,4,2,3,2,3,7,5,1,2,6,7,6,5,3,5,5
67994,3,3,3,5,6,9,2,6,6,5,7,6,6,2,5,2,7,4,5,3,NA,1,1,1,5,5,6,5,6,2,4,2,4,6,6,2,3,5,6,6,6,3,5,5
68781,3,3,1,6,7,8,3,6,6,7,7,7,6,4,4,3,6,6,7,3,3,1,2,1,7,7,7,7,7,7,4,5,5,7,6,1,4,7,7,7,7,4,4,7
68781,3,3,2,7,7,11,3,7,7,7,7,7,4,1,3,5,7,3,7,3,7,4,1,1,7,7,7,7,4,7,1,4,7,3,7,1,1,7,7,7,5,4,6,7
68781,3,3,3,5,7,8,7,6,6,2,7,7,4,4,4,2,6,5,7,3,NA,4,1,2,1,6,7,6,6,3,2,1,7,7,7,1,4,4,6,7,7,3,2,7
69242,2,2,1,6,7,7,7,7,5,7,7,6,6,1,1,2,7,6,7,3,4,1,3,2,4,7,7,7,8,6,2,3,4,7,6,2,4,4,6,7,7,3,4,7
69242,2,2,2,6,7,6,7,7,7,7,7,7,1,1,1,6,5,7,4,3,7,1,1,2,7,7,6,7,8,4,1,2,7,6,7,1,2,7,5,7,7,4,6,4
69629,4,4,1,7,7,6,7,6,6,5,7,6,6,1,3,3,7,7,6,3,1,1,2,1,2,4,6,5,1,1,1,5,5,7,4,1,7,3,6,6,7,3,3,1
69629,4,4,2,5,7,9,1,7,7,7,7,7,2,1,4,7,7,7,7,3,7,1,1,1,7,7,5,7,1,7,1,1,7,7,1,1,1,5,7,6,7,NA,7,1
69629,4,4,3,5,7,10,1,6,6,7,7,6,7,1,1,4,7,4,6,3,NA,1,1,1,1,7,6,7,1,1,1,1,4,7,1,1,1,6,5,7,7,NA,6,1
69629,4,4,4,6,7,9,1,7,7,7,5,7,1,1,5,7,7,7,7,3,NA,1,1,1,7,7,5,7,1,6,3,1,7,6,1,1,3,6,6,5,7,NA,7,1
69652,3,3,1,7,7,11,7,7,7,7,7,7,6,1,1,7,7,5,5,NA,7,1,1,2,1,7,7,7,6,7,5,7,1,7,1,1,5,7,7,7,7,3,4,7
69652,3,3,2,7,7,10,7,7,7,7,7,7,1,1,1,7,7,4,7,NA,1,1,1,2,7,7,7,7,6,7,6,1,4,7,5,1,2,7,7,7,7,3,4,6
69652,3,3,3,7,7,11,1,7,7,5,7,7,7,1,1,1,7,3,2,1,NA,1,1,1,7,7,7,7,6,1,1,1,4,7,1,1,3,6,7,7,7,2,6,3
70471,3,2,1,3,7,9,7,7,7,7,7,7,7,2,3,6,1,4,4,2,7,2,3,2,1,7,6,7,7,6,7,5,7,4,6,2,5,7,7,7,7,3,4,7
70471,3,2,2,4,3,7,1,7,7,7,7,7,7,2,7,7,7,4,4,1,6,3,3,1,7,7,6,7,8,7,1,7,7,7,2,5,6,7,5,7,7,3,5,7
70471,3,2,3,5,7,10,7,7,7,7,7,7,7,2,4,7,6,6,7,1,NA,1,1,2,6,7,5,7,8,7,1,5,7,7,7,1,1,7,7,7,7,4,4,7
71387,2,2,1,5,7,8,7,7,7,6,7,7,6,1,2,5,7,4,6,3,7,1,1,2,4,7,5,7,6,2,6,1,6,7,7,1,1,7,7,6,6,3,4,7
71387,2,2,2,7,7,10,6,6,6,6,7,7,6,1,1,4,7,6,6,3,2,5,3,1,5,7,7,5,6,6,6,5,6,7,5,1,6,6,7,5,7,3,5,2
71727,3,3,1,7,7,9,3,6,6,3,7,7,7,1,4,3,7,5,7,1,7,3,2,2,7,7,7,7,6,7,5,6,6,7,7,2,3,7,7,7,5,3,5,7
71727,3,3,2,6,7,8,5,7,7,6,5,7,3,1,2,2,7,5,7,1,1,1,1,2,6,6,6,5,4,1,3,1,6,5,4,1,1,4,7,6,4,3,1,2
71727,3,3,3,6,7,9,7,7,7,3,5,7,5,1,3,1,6,3,2,NA,NA,1,1,2,7,7,3,7,5,1,7,2,6,2,4,1,1,4,6,6,3,3,6,5
71788,3,4,1,6,7,6,6,6,5,2,7,6,3,1,7,1,7,6,5,3,1,1,1,2,4,4,7,5,6,3,7,1,3,7,1,1,4,4,7,6,7,3,2,3
71788,3,4,2,7,7,8,7,5,5,6,7,6,7,1,6,3,5,4,2,3,3,4,1,2,6,7,7,6,1,7,2,5,6,7,6,4,5,6,7,7,7,3,4,4
71788,3,4,3,6,1,7,3,4,4,6,7,5,6,1,4,1,7,4,2,2,NA,2,3,1,6,6,5,5,4,6,1,5,5,7,6,4,6,5,7,7,6,NA,2,2
72750,5,5,1,6,7,8,5,6,6,4,7,7,6,1,4,4,6,4,5,3,1,1,2,2,5,5,7,4,7,3,2,3,5,7,4,1,3,4,6,4,7,3,4,3
72750,5,5,2,7,7,9,7,4,4,1,7,5,2,1,3,4,6,3,4,3,1,1,1,1,5,2,6,4,3,3,5,1,3,7,4,1,1,2,7,2,7,3,2,2
72750,5,5,3,6,7,7,1,7,6,2,6,6,4,1,6,5,6,5,4,3,NA,1,3,1,6,4,6,6,8,5,4,2,5,7,4,1,6,4,6,4,7,4,3,1
72750,5,5,4,6,7,7,1,4,4,4,6,5,6,1,4,4,6,5,3,2,NA,4,3,1,4,5,5,4,6,4,1,2,4,6,4,1,5,4,5,5,5,4,5,4
72750,5,5,5,6,7,10,7,6,6,1,6,7,6,2,3,4,5,4,3,3,NA,7,1,2,4,7,5,7,6,4,1,7,5,7,6,7,5,7,6,5,7,3,5,7
73451,3,3,1,6,7,8,7,7,3,6,5,7,5,2,5,7,7,6,7,2,4,7,2,1,5,5,6,7,6,4,5,1,5,4,4,1,2,5,5,4,5,3,4,1
73451,3,3,2,4,7,6,1,6,5,7,6,7,7,2,5,4,7,7,5,1,4,5,3,1,5,5,5,5,7,7,4,5,5,4,4,5,4,4,5,4,5,3,4,1
73451,3,3,3,4,7,6,7,7,7,5,5,7,7,7,5,7,5,7,5,3,NA,7,3,1,5,7,5,7,5,4,5,5,6,5,5,7,4,7,7,7,7,3,7,7
75013,3,3,1,7,1,10,3,6,6,7,6,7,5,1,2,7,7,6,7,1,7,6,3,1,7,7,6,7,6,5,2,6,7,6,6,7,6,7,6,7,7,2,6,6
75013,3,3,2,7,7,8,7,6,6,2,6,5,2,1,2,4,7,5,7,3,5,1,1,2,3,6,5,5,6,1,1,3,3,5,5,1,6,5,7,4,6,3,2,4
75013,3,3,3,6,5,9,1,6,5,6,6,7,5,2,2,5,5,3,5,2,NA,1,1,1,6,6,5,6,4,4,5,5,6,6,6,2,4,7,6,6,6,1,2,5
75798,3,3,1,4,7,9,7,7,7,2,7,7,4,3,4,3,7,4,7,3,7,6,1,2,7,7,6,7,5,4,5,5,7,7,7,7,7,7,6,7,7,3,6,7
75798,3,3,2,3,7,11,1,7,7,7,7,7,7,4,7,2,7,7,7,1,7,7,3,2,4,7,7,7,5,7,1,7,4,7,5,1,4,7,3,7,7,2,7,7
75798,3,3,3,4,7,6,7,7,7,6,5,7,7,4,1,7,1,6,4,3,NA,7,2,2,4,7,5,7,5,7,4,7,7,7,7,5,4,7,7,7,7,2,7,7
76210,3,3,1,7,7,8,1,7,7,7,7,7,7,1,1,7,7,4,5,2,7,3,3,1,7,7,7,7,6,7,4,3,7,7,4,1,4,7,7,7,6,NA,7,3
76210,3,3,2,4,7,7,7,7,7,1,7,5,4,4,1,4,7,6,3,2,1,1,2,1,5,4,7,6,8,5,7,2,6,5,3,1,4,5,7,6,4,NA,5,4
76210,3,3,3,4,7,8,1,7,6,7,6,7,6,1,1,7,7,5,6,3,NA,5,3,1,7,7,7,7,6,7,3,7,7,7,6,2,3,7,5,7,7,4,7,NA
76253,3,3,1,4,3,6,7,7,7,7,7,7,3,3,3,5,7,7,4,3,3,7,3,2,7,7,6,4,8,7,1,7,5,7,2,7,3,7,4,5,7,4,5,7
76253,3,3,2,2,5,7,7,7,7,7,7,4,7,3,5,5,5,5,3,3,6,3,1,2,4,7,3,6,7,7,1,3,4,3,3,3,6,7,4,7,7,3,3,4
