MTurkCode,goal_order,goals,content,content-other,healthy,weight control,body composition/shape,diet,specific diet type,exercise,specific exercise type,specific weight lost,specific time /frequency,other health 
A3KIDRWRKC7RI5,5,"Start learning Chinese, and work on it three times a week, every week.",skill development,,,,,,,,,,,
ABOEYY9Y0PFRI,1,My goal is to reduce the amount of caffeine I consume every week.,physical health,,,,,,,,,,,
ABOEYY9Y0PFRI,2,My goal is to get at least 3 hours of exercise every week.,physical health,,,,,,,,,,,
ABOEYY9Y0PFRI,3,My goal is read a book once a month.,leisure,,,,,,,,,,,
A1LJNQX4KBUXNP,1,Pay off credit cards,finance,,,,,,,,,,,
A1LJNQX4KBUXNP,2,learn spanish,skill development,,,,,,,,,,,
A1LJNQX4KBUXNP,3,begin exercise routine,physical health,,,,,,,,,,,
ALAOEYIYW0CW7,1,"To stop procrastinating and get re-inspired again, get motivated! When I plan on doing something I will do it right away and not wait to get moving. To work on this habit daily, it's mindset. I want to get my momentum going again, this is my first important goal. To flip this energy into something more positive and productive, because procrastinating is such a bad habit and just promotes laziness.",other,time management,,,,,,,,,,
ALAOEYIYW0CW7,2,"To eat spinach daily, eat more vegetables. Eat healthier and cancel out sweets and junk.",physical health,,,,,,,,,,,
ALAOEYIYW0CW7,3,"To read more and write more, keep working on my novel. Acquire more wisdom along the way. Learn (something new) everyday.",leisure,,,,,,,,,,,
ALAOEYIYW0CW7,4,"To clean my place, get it completely organized, including my desk area. Rearrange and throw out things I don't need anymore. Beautify my home. Do extreme spring cleaning. I want to do some remodeling and give it a paint job.",house work,,,,,,,,,,,
ALAOEYIYW0CW7,5,"To exercise more, get back on track with my fitness. I fell off my schedule during this pandemic. Up until a year ago I was really great with working out and exercising every day or every other day. I was committed. Time to do that again, and get moving!",physical health,,,,,,,,,,,
AY4E4CDN0J6JL,1,"My goal is to finish editing my second book, so that I can send it to the editor.",work/career development,,,,,,,,,,,
AY4E4CDN0J6JL,2,My goal is to lose 1 pound per week by walking more.,physical health,,,,,,,,,,,
AY4E4CDN0J6JL,3,My goal is to finish organizing our storage area in the basement.,house work,,,,,,,,,,,
AY4E4CDN0J6JL,4,My goal is to teach my dog three new commands.,other,pet,,,,,,,,,,
A12JKSH2NE5W9N,1,My goal is to work out everyday and get into better shape and better health,physical health,,,,,,,,,,,
A12JKSH2NE5W9N,2,My goal is to finally complete my bachelors degree in Criminal Justice.,academic/school,,,,,,,,,,,
A1NVF1YLDLF563,1,To earn at least $200 monthly in mturk online work and surpass previous amount earned by at least $1,finance,,,,,,,,,,,
A1NVF1YLDLF563,2,"To minimize desserts to just 1 per day such as: 1 cookie, 1 chocolate bar, 1 cupcake or 1 slice of cake per day.",physical health,,,,,,,,,,,
A1NVF1YLDLF563,3,To exercise at least 3 to 4 times a week ,physical health,,,,,,,,,,,
A1WZY0K6IE3ASG,1,I will use the treadmill at the fitness center for half an hour every day and increase my average speed to at least 3.5 MPH by May,physical health,,,,,,,,,,,
A1WZY0K6IE3ASG,2,I will introduce a dumbbell regimen to my evenings for at least a half hour every other day.,physical health,,,,,,,,,,,
A1WZY0K6IE3ASG,3,I will average at least $75 per week on the Amazon Mechanical Turk platform in order to cover my car payment.,finance,,,,,,,,,,,
A1WZY0K6IE3ASG,4,"I will work on getting myself into a better daily sleep schedule, including weekends and days I don't work.",physical health,,,,,,,,,,,
A1WZY0K6IE3ASG,5,I will continue to not consume alcohol for the remainder of the year.,physical health,,,,,,,,,,,
AL7UTA8J27TFK,1,Walk six blocks in next three months increasing distance everyday. . I just had a triple by-pass surgery and can not walk more than 35 feet at this time.,physical health,,,,,,,,,,,
AL7UTA8J27TFK,2,Plant a garden and have fresh vegitables to eat in three months.,house work,,,,,,,,,,,
AL7UTA8J27TFK,3,Setup and stock freshwater aquarium in living room with live plants and fish within tree months.,house work,,,,,,,,,,,
AL7UTA8J27TFK,4,I intend to lose weight during the next three months. I currently weigh 291#.,physical health,,,,,,,,,,,
A13FUEPWBCLBUY,1,My goal is to lift weights for sixty minutes five days a week.,physical health,,,,,,,,,,,
A13FUEPWBCLBUY,2,My goal is to track my food and macro nutrients each day of the week.,physical health,,,,,,,,,,,
A1XRWOK00HK1J4,1,My goal is to start exercising at least three times a week.,physical health,,,,,,,,,,,
A1XRWOK00HK1J4,2,My goal is to actively meditate every other day.,mental health,,,,,,,,,,,
A1XRWOK00HK1J4,3,My goal is to save 30 dollars every week into my savings account.,finance,,,,,,,,,,,
A1XRWOK00HK1J4,4,My goal is to work at being self sufficient each day and strengthen my mind through internal reflection and journal writing.,other,self growth,,,,,,,,,,
A1VFRCYMWGWWCZ,1,I want to read for pleasure at leat 15 minutes 3 days a week.,leisure,,,,,,,,,,,
A1VFRCYMWGWWCZ,2,I want to regain my strength after having surgery and be able to walk a mile by the end of the summer,physical health,,,,,,,,,,,
A1VFRCYMWGWWCZ,3,Try to do at least one educational activity with my toddler daughter 5 days a week. ,family,,,,,,,,,,,
A1VFRCYMWGWWCZ,4,Stop spending so much money impulsively so I can save more money.,finance,,,,,,,,,,,
A1VFRCYMWGWWCZ,5,Spend more quality time with my husband thatt doesn't involve discussing our children.,family,,,,,,,,,,,
A314XJY8V1YL12,1,I want to lose weight and feel more fit.,physical health,,,,,,,,,,,
A314XJY8V1YL12,2,I want to improve my credit score.,finance,,,,,,,,,,,
A314XJY8V1YL12,3,I want to save more money for retirement.,finance,,,,,,,,,,,
A314XJY8V1YL12,4,I want to focus more on my job and be more organized to accomplish more.,work/career development,,,,,,,,,,,
A3KFFIBJZVM0J2,1,My goal is to build out my garage attic for storage in two months.,house work,,,,,,,,,,,
A3KFFIBJZVM0J2,2,My goal is to run a 5k in under 23 minutes in three months.,physical health,,,,,,,,,,,
A3KFFIBJZVM0J2,3,My goal is to build a new computer desk in three months.,house work,,,,,,,,,,,
A3KFFIBJZVM0J2,4,My goal is to deliver my software project completed in two weeks.,work/career development,,,,,,,,,,,
