"Goals","factor","GF","KA","KP","LN","MDK","MP","TS","ZH"
"My goal is to start learning Italian","Value",NA,NA,5,NA,NA,NA,NA,4.25
"My goal is to start putting $50 a week into the savings account starting this Friday.","Clarity",6.66666666666667,NA,NA,NA,NA,NA,6.66666666666667,NA
"My goal is to start putting $50 a week into the savings account starting this Friday.","Consensus",3.25,NA,NA,NA,NA,NA,1.5,NA
"My goal is to start putting $50 a week into the savings account starting this Friday.","External",2.2,NA,NA,NA,NA,NA,2.4,NA
"My goal is to start putting $50 a week into the savings account starting this Friday.","Value",3.11111111111111,NA,NA,NA,NA,NA,4.55555555555556,NA
"My goal is to start stretching everyday starting April 1st.","Clarity",NA,NA,NA,5.5,NA,NA,6,NA
"My goal is to start stretching everyday starting April 1st.","Consensus",NA,NA,NA,1.5,NA,NA,1,NA
"My goal is to start stretching everyday starting April 1st.","External",NA,NA,NA,2.2,NA,NA,2.6,NA
"My goal is to start stretching everyday starting April 1st.","Value",NA,NA,NA,2.66666666666667,NA,NA,3.22222222222222,NA
"My goal is to start thinking and feeling more positive everyday.","Clarity",NA,NA,NA,4.33333333333333,NA,NA,NA,4.83333333333333
"My goal is to start thinking and feeling more positive everyday.","Consensus",NA,NA,NA,2,NA,NA,NA,2.75
"My goal is to start thinking and feeling more positive everyday.","External",NA,NA,NA,2.6,NA,NA,NA,3.4
"My goal is to start thinking and feeling more positive everyday.","Value",NA,NA,NA,3.55555555555556,NA,NA,NA,6.5
"My goal is to starting tackling credit card debt","Clarity",NA,NA,NA,NA,NA,4.5,NA,3.16666666666667
"My goal is to starting tackling credit card debt","Consensus",NA,NA,NA,NA,NA,3.25,NA,3.75
"My goal is to starting tackling credit card debt","External",NA,NA,NA,NA,NA,5.2,NA,4.8
"My goal is to starting tackling credit card debt","Value",NA,NA,NA,NA,NA,4.33333333333333,NA,4.5
"My goal is to stop eating candy and junk food for three months straight to improve my diet.","Clarity",NA,NA,NA,NA,6,NA,6,NA
"My goal is to stop eating candy and junk food for three months straight to improve my diet.","Consensus",NA,NA,NA,NA,4,NA,1.75,NA
"My goal is to stop eating candy and junk food for three months straight to improve my diet.","External",NA,NA,NA,NA,4.8,NA,3.4,NA
"My goal is to stop eating candy and junk food for three months straight to improve my diet.","Value",NA,NA,NA,NA,2.88888888888889,NA,4.44444444444444,NA
"My goal is to stream at least once a week.","Clarity",NA,NA,6.33333333333333,NA,NA,NA,NA,5.16666666666667
"My goal is to stream at least once a week.","Consensus",NA,NA,-1.5,NA,NA,NA,NA,0
"My goal is to stream at least once a week.","External",NA,NA,3,NA,NA,NA,NA,3
"My goal is to stream at least once a week.","Value",NA,NA,4.625,NA,NA,NA,NA,2.625
"My goal is to study hard for the MCAT and get a score above 520 within the next three months.","Clarity",NA,6.33333333333333,4.83333333333333,NA,NA,NA,NA,5.66666666666667
"My goal is to study hard for the MCAT and get a score above 520 within the next three months.","Consensus",NA,1.5,3.5,NA,NA,NA,NA,1.5
"My goal is to study hard for the MCAT and get a score above 520 within the next three months.","External",NA,5.4,3.8,NA,NA,NA,NA,5.2
"My goal is to study hard for the MCAT and get a score above 520 within the next three months.","Value",NA,5.22222222222222,4.55555555555556,NA,NA,NA,NA,5.875
"My goal is to take a trip outside the U.S. I think it'll take 3 months.","Clarity",3.33333333333333,NA,NA,NA,NA,3.66666666666667,NA,NA
"My goal is to take a trip outside the U.S. I think it'll take 3 months.","Consensus",0.75,NA,NA,NA,NA,2.25,NA,NA
"My goal is to take a trip outside the U.S. I think it'll take 3 months.","External",2,NA,NA,NA,NA,4.6,NA,NA
"My goal is to take a trip outside the U.S. I think it'll take 3 months.","Value",2.66666666666667,NA,NA,NA,NA,4.66666666666667,NA,NA
"My goal is to take a vacation in the summer.","Clarity",5.33333333333333,NA,NA,NA,4.83333333333333,NA,NA,NA
"My goal is to take a vacation in the summer.","Consensus",2.25,NA,NA,NA,3.25,NA,NA,NA
"My goal is to take a vacation in the summer.","External",1.8,NA,NA,NA,4.8,NA,NA,NA
"My goal is to take a vacation in the summer.","Value",2.55555555555556,NA,NA,NA,3.55555555555556,NA,NA,NA
"My goal is to take my lunch to work at least three times a week instead of eating out everyday.","Clarity",NA,6.83333333333333,3.83333333333333,NA,7.16666666666667,NA,NA,NA
"My goal is to take my lunch to work at least three times a week instead of eating out everyday.","Consensus",NA,0.75,2,NA,1.25,NA,NA,NA
"My goal is to take my lunch to work at least three times a week instead of eating out everyday.","External",NA,3.2,3.2,NA,3.2,NA,NA,NA
"My goal is to take my lunch to work at least three times a week instead of eating out everyday.","Value",NA,2.66666666666667,4,NA,2.55555555555556,NA,NA,NA
"My goal is to take steps to destress my life","Clarity",NA,NA,NA,NA,5.33333333333333,NA,4.83333333333333,NA
"My goal is to take steps to destress my life","Consensus",NA,NA,NA,NA,3,NA,2.75,NA
"My goal is to take steps to destress my life","External",NA,NA,NA,NA,3.6,NA,4,NA
"My goal is to take steps to destress my life","Value",NA,NA,NA,NA,5,NA,5.77777777777778,NA
"My goal is to take time to appreciate small things every day.","Clarity",NA,4.83333333333333,6.16666666666667,NA,NA,NA,NA,NA
"My goal is to take time to appreciate small things every day.","Consensus",NA,2.75,3.5,NA,NA,NA,NA,NA
"My goal is to take time to appreciate small things every day.","External",NA,2.4,3.66666666666667,NA,NA,NA,NA,NA
"My goal is to take time to appreciate small things every day.","Value",NA,4.875,5,NA,NA,NA,NA,NA
"My goal is to teach my dog to recognize numbers and quantities up to ten in three months.","Clarity",2.33333333333333,NA,NA,NA,NA,NA,5.33333333333333,NA
"My goal is to teach my dog to recognize numbers and quantities up to ten in three months.","Consensus",-0.5,NA,NA,NA,NA,NA,-1,NA
"My goal is to teach my dog to recognize numbers and quantities up to ten in three months.","External",2.2,NA,NA,NA,NA,NA,1.8,NA
"My goal is to teach my dog to recognize numbers and quantities up to ten in three months.","Value",2.88888888888889,NA,NA,NA,NA,NA,2.66666666666667,NA
"My goal is to tidy up my room on a weekly basis.","Clarity",NA,NA,NA,5.33333333333333,NA,NA,5.83333333333333,NA
"My goal is to tidy up my room on a weekly basis.","Consensus",NA,NA,NA,2.75,NA,NA,2,NA
"My goal is to tidy up my room on a weekly basis.","External",NA,NA,NA,2.2,NA,NA,2,NA
"My goal is to tidy up my room on a weekly basis.","Value",NA,NA,NA,2.88888888888889,NA,NA,3.11111111111111,NA
"My goal is to train my new puppy to become a very well-trained dog over the next three months.","Clarity",NA,NA,NA,NA,NA,5.5,NA,4.66666666666667
"My goal is to train my new puppy to become a very well-trained dog over the next three months.","Consensus",NA,NA,NA,NA,NA,2.25,NA,0.5
"My goal is to train my new puppy to become a very well-trained dog over the next three months.","External",NA,NA,NA,NA,NA,5.4,NA,3.4
"My goal is to train my new puppy to become a very well-trained dog over the next three months.","Value",NA,NA,NA,NA,NA,4.55555555555556,NA,3.25
"My goal is to treat my best friend better. This will be ongoing. Specifically our main communication is via email. I tend to be judgmental of her and her decisions. Her emails are also riddled with typos and I point those out when I should just overlook them.","Clarity",6,NA,NA,NA,NA,NA,6.66666666666667,NA
"My goal is to treat my best friend better. This will be ongoing. Specifically our main communication is via email. I tend to be judgmental of her and her decisions. Her emails are also riddled with typos and I point those out when I should just overlook them.","Consensus",2.75,NA,NA,NA,NA,NA,2,NA
"My goal is to treat my best friend better. This will be ongoing. Specifically our main communication is via email. I tend to be judgmental of her and her decisions. Her emails are also riddled with typos and I point those out when I should just overlook them.","External",6,NA,NA,NA,NA,NA,5.4,NA
"My goal is to treat my best friend better. This will be ongoing. Specifically our main communication is via email. I tend to be judgmental of her and her decisions. Her emails are also riddled with typos and I point those out when I should just overlook them.","Value",4.88888888888889,NA,NA,NA,NA,NA,4.11111111111111,NA
"My goal is to walk 10,000 steps everyday.","Clarity",NA,NA,NA,4.66666666666667,NA,NA,6,NA
"My goal is to walk 10,000 steps everyday.","Consensus",NA,NA,NA,2.25,NA,NA,1,NA
"My goal is to walk 10,000 steps everyday.","External",NA,NA,NA,3.2,NA,NA,2.8,NA
"My goal is to walk 10,000 steps everyday.","Value",NA,NA,NA,3.33333333333333,NA,NA,3.44444444444444,NA
"My goal is to walk 10,000 steps per day","Clarity",NA,NA,6.83333333333333,NA,7.33333333333333,NA,NA,NA
"My goal is to walk 10,000 steps per day","Consensus",NA,NA,3.5,NA,2.5,NA,NA,NA
"My goal is to walk 10,000 steps per day","External",NA,NA,2.4,NA,3.4,NA,NA,NA
"My goal is to walk 10,000 steps per day","Value",NA,NA,3.77777777777778,NA,2.44444444444444,NA,NA,NA
"My goal is to walk for 90 minutes a day 5 days a week","Clarity",6.5,NA,4.66666666666667,NA,NA,NA,NA,NA
"My goal is to walk for 90 minutes a day 5 days a week","Consensus",2,NA,2,NA,NA,NA,NA,NA
"My goal is to walk for 90 minutes a day 5 days a week","External",2.75,NA,3.25,NA,NA,NA,NA,NA
"My goal is to walk for 90 minutes a day 5 days a week","Value",3.33333333333333,NA,3,NA,NA,NA,NA,NA
"My goal is to walk for at least 45 minutes every day for the next two weeks.","Clarity",NA,NA,NA,NA,NA,NA,NA,5.83333333333333
"My goal is to walk for at least 45 minutes every day for the next two weeks.","Consensus",NA,NA,NA,NA,NA,NA,NA,1
"My goal is to walk for at least 45 minutes every day for the next two weeks.","External",NA,NA,NA,NA,NA,NA,NA,2.6
"My goal is to walk for at least 45 minutes every day for the next two weeks.","Value",NA,NA,NA,NA,NA,NA,NA,3.375
"My goal is to work on mturk at least 4 hours a day on weekdays.","Clarity",NA,NA,NA,NA,7.33333333333333,5.5,NA,NA
"My goal is to work on mturk at least 4 hours a day on weekdays.","Consensus",NA,NA,NA,NA,2,1.75,NA,NA
"My goal is to work on mturk at least 4 hours a day on weekdays.","External",NA,NA,NA,NA,3.8,4.2,NA,NA
"My goal is to work on mturk at least 4 hours a day on weekdays.","Value",NA,NA,NA,NA,4.22222222222222,3.88888888888889,NA,NA
"My goal is to work on my marriage and form a better relationship with my husband in the next three months.","Clarity",5,NA,3.25,NA,NA,NA,NA,NA
"My goal is to work on my marriage and form a better relationship with my husband in the next three months.","Consensus",2,NA,3,NA,NA,NA,NA,NA
"My goal is to work on my marriage and form a better relationship with my husband in the next three months.","External",7,NA,6.25,NA,NA,NA,NA,NA
"My goal is to work on my marriage and form a better relationship with my husband in the next three months.","Value",4.88888888888889,NA,5.42857142857143,NA,NA,NA,NA,NA
"My goal is to work out at least 4 days a week in the next three months.","Clarity",6,NA,NA,NA,NA,NA,NA,5.5
"My goal is to work out at least 4 days a week in the next three months.","Consensus",3.25,NA,NA,NA,NA,NA,NA,2
"My goal is to work out at least 4 days a week in the next three months.","External",2.2,NA,NA,NA,NA,NA,NA,3.4
"My goal is to work out at least 4 days a week in the next three months.","Value",3.11111111111111,NA,NA,NA,NA,NA,NA,3.375
"My goal is to work out on the Max Trainer for 15 minutes at least 5 times a week.","Clarity",NA,7.16666666666667,NA,NA,NA,NA,NA,NA
"My goal is to work out on the Max Trainer for 15 minutes at least 5 times a week.","Consensus",NA,1.75,NA,NA,NA,NA,NA,NA
"My goal is to work out on the Max Trainer for 15 minutes at least 5 times a week.","External",NA,3,NA,NA,NA,NA,NA,NA
"My goal is to work out on the Max Trainer for 15 minutes at least 5 times a week.","Value",NA,4.44444444444444,NA,NA,NA,NA,NA,NA
"My goal is to workout 4-6 days per week.","Clarity",5.83333333333333,NA,NA,NA,NA,NA,NA,5.33333333333333
"My goal is to workout 4-6 days per week.","Consensus",3.25,NA,NA,NA,NA,NA,NA,2.5
"My goal is to workout 4-6 days per week.","External",1.8,NA,NA,NA,NA,NA,NA,3.8
"My goal is to workout 4-6 days per week.","Value",3.22222222222222,NA,NA,NA,NA,NA,NA,3.75
"My goal is to workout and have a more fit body by summer.","Clarity",5.33333333333333,NA,5.16666666666667,NA,NA,NA,NA,NA
"My goal is to workout and have a more fit body by summer.","Consensus",2.75,NA,4.5,NA,NA,NA,NA,NA
"My goal is to workout and have a more fit body by summer.","External",1.8,NA,3.75,NA,NA,NA,NA,NA
"My goal is to workout and have a more fit body by summer.","Value",3,NA,4,NA,NA,NA,NA,NA
"My goal is to workout in the gym at least twice a week","Clarity",NA,NA,NA,NA,NA,5.16666666666667,NA,5.5
"My goal is to workout in the gym at least twice a week","Consensus",NA,NA,NA,NA,NA,3,NA,2
"My goal is to workout in the gym at least twice a week","External",NA,NA,NA,NA,NA,4.8,NA,2.2
"My goal is to workout in the gym at least twice a week","Value",NA,NA,NA,NA,NA,4.33333333333333,NA,2.875
"My goal is to worry less. I worry over almost everything. I want to try to refrain from worrying over what I cannot change. I want to let what is going to happen anyway just happen and tehn take action rather than worry so much ahead of time.","Clarity",NA,6.5,NA,NA,NA,NA,NA,4.83333333333333
"My goal is to worry less. I worry over almost everything. I want to try to refrain from worrying over what I cannot change. I want to let what is going to happen anyway just happen and tehn take action rather than worry so much ahead of time.","Consensus",NA,2.5,NA,NA,NA,NA,NA,3
"My goal is to worry less. I worry over almost everything. I want to try to refrain from worrying over what I cannot change. I want to let what is going to happen anyway just happen and tehn take action rather than worry so much ahead of time.","External",NA,4.4,NA,NA,NA,NA,NA,3.8
"My goal is to worry less. I worry over almost everything. I want to try to refrain from worrying over what I cannot change. I want to let what is going to happen anyway just happen and tehn take action rather than worry so much ahead of time.","Value",NA,5.44444444444444,NA,NA,NA,NA,NA,6.125
"My goal is to write at least once a week.","Clarity",NA,NA,NA,NA,NA,NA,5.5,5.5
"My goal is to write at least once a week.","Consensus",NA,NA,NA,NA,NA,NA,0.5,0
"My goal is to write at least once a week.","External",NA,NA,NA,NA,NA,NA,1.6,1.6
"My goal is to write at least once a week.","Value",NA,NA,NA,NA,NA,NA,3.22222222222222,2.5
"My goal is to write two pages of prose each day.","Clarity",NA,6.66666666666667,6.33333333333333,NA,NA,NA,NA,NA
"My goal is to write two pages of prose each day.","Consensus",NA,0.5,1.66666666666667,NA,NA,NA,NA,NA
"My goal is to write two pages of prose each day.","External",NA,3.2,4.5,NA,NA,NA,NA,NA
"My goal is to write two pages of prose each day.","Value",NA,3.88888888888889,4.2,NA,NA,NA,NA,NA
"My goal is use mindfulness once a day for 90 days, starting April 1st","Clarity",4.33333333333333,NA,NA,NA,NA,NA,NA,6.83333333333333
"My goal is use mindfulness once a day for 90 days, starting April 1st","Consensus",0.75,NA,NA,NA,NA,NA,NA,0.75
"My goal is use mindfulness once a day for 90 days, starting April 1st","External",1.4,NA,NA,NA,NA,NA,NA,2
"My goal is use mindfulness once a day for 90 days, starting April 1st","Value",5,NA,NA,NA,NA,NA,NA,4.875
"my goal over the next three months and beyond is to exercise every other day to help build energy and muscle. this goal will be ongoing for the rest of my life.","Clarity",NA,NA,5.33333333333333,NA,NA,NA,6.33333333333333,NA
"my goal over the next three months and beyond is to exercise every other day to help build energy and muscle. this goal will be ongoing for the rest of my life.","Consensus",NA,NA,3.5,NA,NA,NA,2.25,NA
"my goal over the next three months and beyond is to exercise every other day to help build energy and muscle. this goal will be ongoing for the rest of my life.","External",NA,NA,4.2,NA,NA,NA,3.4,NA
"my goal over the next three months and beyond is to exercise every other day to help build energy and muscle. this goal will be ongoing for the rest of my life.","Value",NA,NA,5.55555555555556,NA,NA,NA,4.66666666666667,NA
"my goal will beto get a xbox series s in the next 3 mo.","Clarity",NA,NA,6.5,NA,NA,NA,4.5,NA
"my goal will beto get a xbox series s in the next 3 mo.","Consensus",NA,NA,1.33333333333333,NA,NA,NA,0.5,NA
"my goal will beto get a xbox series s in the next 3 mo.","External",NA,NA,3,NA,NA,NA,1.6,NA
"my goal will beto get a xbox series s in the next 3 mo.","Value",NA,NA,3.66666666666667,NA,NA,NA,2.77777777777778,NA
"My goal, over the next year, is to naturally bring down my sugar and cholesterol through diet and exercise alone.","Clarity",NA,NA,NA,NA,NA,NA,6.16666666666667,4.5
"My goal, over the next year, is to naturally bring down my sugar and cholesterol through diet and exercise alone.","Consensus",NA,NA,NA,NA,NA,NA,2.5,2.75
"My goal, over the next year, is to naturally bring down my sugar and cholesterol through diet and exercise alone.","External",NA,NA,NA,NA,NA,NA,4.6,4
"My goal, over the next year, is to naturally bring down my sugar and cholesterol through diet and exercise alone.","Value",NA,NA,NA,NA,NA,NA,4.77777777777778,4.5
"My goalis to get blood pressure down to normal range in the following month","Clarity",NA,NA,NA,4.83333333333333,NA,NA,NA,3.33333333333333
"My goalis to get blood pressure down to normal range in the following month","Consensus",NA,NA,NA,2.75,NA,NA,NA,3.75
"My goalis to get blood pressure down to normal range in the following month","External",NA,NA,NA,3.8,NA,NA,NA,3.4
"My goalis to get blood pressure down to normal range in the following month","Value",NA,NA,NA,3.55555555555556,NA,NA,NA,4.625
"My goalis to make new friends","Clarity",NA,4.83333333333333,4.5,NA,NA,NA,NA,4.33333333333333
"My goalis to make new friends","Consensus",NA,2.75,2,NA,NA,NA,NA,2.25
"My goalis to make new friends","External",NA,3.8,3.8,NA,NA,NA,NA,4.4
"My goalis to make new friends","Value",NA,5.375,4.66666666666667,NA,NA,NA,NA,5
"My goals is to save $250 each month.","Clarity",5.33333333333333,NA,5,NA,NA,NA,NA,NA
"My goals is to save $250 each month.","Consensus",3,NA,4.75,NA,NA,NA,NA,NA
"My goals is to save $250 each month.","External",2.6,NA,3.75,NA,NA,NA,NA,NA
"My goals is to save $250 each month.","Value",3.55555555555556,NA,5,NA,NA,NA,NA,NA
"My most important goal is to spead The Good News (God's Word) in order to bring people to Jesus Christ for salvation. To make this goal happen, I need to become a better example of a Christian; a better representative of Christ.","Clarity",NA,NA,NA,5.66666666666667,NA,NA,NA,5.66666666666667
"My most important goal is to spead The Good News (God's Word) in order to bring people to Jesus Christ for salvation. To make this goal happen, I need to become a better example of a Christian; a better representative of Christ.","Consensus",NA,NA,NA,1.25,NA,NA,NA,1
"My most important goal is to spead The Good News (God's Word) in order to bring people to Jesus Christ for salvation. To make this goal happen, I need to become a better example of a Christian; a better representative of Christ.","External",NA,NA,NA,4.2,NA,NA,NA,4.6
"My most important goal is to spead The Good News (God's Word) in order to bring people to Jesus Christ for salvation. To make this goal happen, I need to become a better example of a Christian; a better representative of Christ.","Value",NA,NA,NA,3.55555555555556,NA,NA,NA,4.75
"My next goal is to go through every room in my and prepare items to go to Goodwill","Clarity",NA,NA,NA,NA,6.83333333333333,NA,NA,5.16666666666667
"My next goal is to go through every room in my and prepare items to go to Goodwill","Consensus",NA,NA,NA,NA,2.5,NA,NA,0.5
"My next goal is to go through every room in my and prepare items to go to Goodwill","External",NA,NA,NA,NA,3.2,NA,NA,1.6
"My next goal is to go through every room in my and prepare items to go to Goodwill","Value",NA,NA,NA,NA,4.33333333333333,NA,NA,3.125
"My primary goal is to complete renovations on our new home and move into the home before winter.","Clarity",NA,NA,NA,NA,NA,NA,NA,5.33333333333333
"My primary goal is to complete renovations on our new home and move into the home before winter.","Consensus",NA,NA,NA,NA,NA,NA,NA,1.75
"My primary goal is to complete renovations on our new home and move into the home before winter.","External",NA,NA,NA,NA,NA,NA,NA,5.4
"My primary goal is to complete renovations on our new home and move into the home before winter.","Value",NA,NA,NA,NA,NA,NA,NA,4
"My second goal is to paint my kitchen cabinets within the next three months.","Clarity",NA,6.33333333333333,NA,NA,NA,5.83333333333333,NA,NA
"My second goal is to paint my kitchen cabinets within the next three months.","Consensus",NA,0.75,NA,NA,NA,1.5,NA,NA
"My second goal is to paint my kitchen cabinets within the next three months.","External",NA,3.6,NA,NA,NA,4.4,NA,NA
"My second goal is to paint my kitchen cabinets within the next three months.","Value",NA,2.55555555555556,NA,NA,NA,2.55555555555556,NA,NA
"My second goal is to save $20,000 dollars in the next three months","Clarity",NA,NA,NA,NA,6,NA,NA,4.83333333333333
"My second goal is to save $20,000 dollars in the next three months","Consensus",NA,NA,NA,NA,3,NA,NA,2.5
"My second goal is to save $20,000 dollars in the next three months","External",NA,NA,NA,NA,4,NA,NA,5
"My second goal is to save $20,000 dollars in the next three months","Value",NA,NA,NA,NA,4.11111111111111,NA,NA,5.875
"My single greatest goal that I am focusing on right now is to continue improving my finances over the next three months.","Clarity",NA,NA,4.66666666666667,4.83333333333333,NA,NA,NA,NA
"My single greatest goal that I am focusing on right now is to continue improving my finances over the next three months.","Consensus",NA,NA,5,1.75,NA,NA,NA,NA
"My single greatest goal that I am focusing on right now is to continue improving my finances over the next three months.","External",NA,NA,4.66666666666667,3.4,NA,NA,NA,NA
"My single greatest goal that I am focusing on right now is to continue improving my finances over the next three months.","Value",NA,NA,5.125,3.55555555555556,NA,NA,NA,NA
"My third goal is to exercise more by walking daily every day in the next 3 months.","Clarity",NA,NA,NA,6,7.33333333333333,NA,NA,NA
"My third goal is to exercise more by walking daily every day in the next 3 months.","Consensus",NA,NA,NA,2.75,3.25,NA,NA,NA
"My third goal is to exercise more by walking daily every day in the next 3 months.","External",NA,NA,NA,2.4,4.2,NA,NA,NA
"My third goal is to exercise more by walking daily every day in the next 3 months.","Value",NA,NA,NA,3.22222222222222,3,NA,NA,NA
"organize a musical recording/video for Fall 2021","Clarity",NA,NA,5.2,5.83333333333333,NA,NA,NA,NA
"organize a musical recording/video for Fall 2021","Consensus",NA,NA,-2,0.75,NA,NA,NA,NA
"organize a musical recording/video for Fall 2021","External",NA,NA,4,2.6,NA,NA,NA,NA
"organize a musical recording/video for Fall 2021","Value",NA,NA,4.16666666666667,2.55555555555556,NA,NA,NA,NA
"Pay down Debt- personally pay $100+ of Mturk revenue per month to debt, ongoing.","Clarity",5.66666666666667,NA,NA,NA,NA,5.83333333333333,NA,NA
"Pay down Debt- personally pay $100+ of Mturk revenue per month to debt, ongoing.","Consensus",2.25,NA,NA,NA,NA,3.25,NA,NA
"Pay down Debt- personally pay $100+ of Mturk revenue per month to debt, ongoing.","External",4.6,NA,NA,NA,NA,5.6,NA,NA
"Pay down Debt- personally pay $100+ of Mturk revenue per month to debt, ongoing.","Value",3.55555555555556,NA,NA,NA,NA,4.66666666666667,NA,NA
"pay off $1000 of debt in 3 months","Clarity",NA,NA,NA,4.66666666666667,6.66666666666667,NA,NA,NA
"pay off $1000 of debt in 3 months","Consensus",NA,NA,NA,2.33333333333333,4.5,NA,NA,NA
"pay off $1000 of debt in 3 months","External",NA,NA,NA,4.2,5.6,NA,NA,NA
"pay off $1000 of debt in 3 months","Value",NA,NA,NA,3.77777777777778,5.77777777777778,NA,NA,NA
"Pay off additional medical bills and start putting money away for a small house for purchase within 18 months to 2 years.","Clarity",NA,NA,NA,NA,NA,4.66666666666667,NA,NA
"Pay off additional medical bills and start putting money away for a small house for purchase within 18 months to 2 years.","Consensus",NA,NA,NA,NA,NA,3.5,NA,NA
"Pay off additional medical bills and start putting money away for a small house for purchase within 18 months to 2 years.","External",NA,NA,NA,NA,NA,5.4,NA,NA
"Pay off additional medical bills and start putting money away for a small house for purchase within 18 months to 2 years.","Value",NA,NA,NA,NA,NA,5.11111111111111,NA,NA
"Pay off all debts, except car and house, within 8 months","Clarity",NA,6.2,2.5,NA,NA,NA,NA,NA
"Pay off all debts, except car and house, within 8 months","Consensus",NA,3.25,1.75,NA,NA,NA,NA,NA
"Pay off all debts, except car and house, within 8 months","External",NA,3.66666666666667,4,NA,NA,NA,NA,NA
"Pay off all debts, except car and house, within 8 months","Value",NA,5.625,3.55555555555556,NA,NA,NA,NA,NA
"Pay off credit card","Clarity",NA,NA,NA,4.66666666666667,NA,NA,4.8,NA
"Pay off credit card","Consensus",NA,NA,NA,3,NA,NA,3.25,NA
"Pay off credit card","External",NA,NA,NA,4.2,NA,NA,4.8,NA
"Pay off credit card","Value",NA,NA,NA,3.55555555555556,NA,NA,3.77777777777778,NA
"Pay off credit card debt in the next 2 years","Clarity",NA,NA,NA,NA,NA,4.5,4.5,NA
"Pay off credit card debt in the next 2 years","Consensus",NA,NA,NA,NA,NA,4.25,3.5,NA
"Pay off credit card debt in the next 2 years","External",NA,NA,NA,NA,NA,5.6,4.4,NA
"Pay off credit card debt in the next 2 years","Value",NA,NA,NA,NA,NA,5.22222222222222,4.33333333333333,NA
"pay off credit cards","Clarity",4.83333333333333,NA,NA,NA,NA,NA,NA,3.16666666666667
"pay off credit cards","Consensus",1.25,NA,NA,NA,NA,NA,NA,3.75
"pay off credit cards","External",4,NA,NA,NA,NA,NA,NA,5.4
"pay off credit cards","Value",2.75,NA,NA,NA,NA,NA,NA,4.5
"Pay off debts.","Clarity",4.5,5.2,NA,NA,NA,NA,NA,NA
"Pay off debts.","Consensus",3.25,4.25,NA,NA,NA,NA,NA,NA
"Pay off debts.","External",4.8,4.4,NA,NA,NA,NA,NA,NA
"Pay off debts.","Value",3.77777777777778,5.55555555555556,NA,NA,NA,NA,NA,NA
"Pay off our Storage Locker by the beginning of April.","Clarity",NA,NA,NA,NA,NA,NA,5.83333333333333,NA
"Pay off our Storage Locker by the beginning of April.","Consensus",NA,NA,NA,NA,NA,NA,1.25,NA
"Pay off our Storage Locker by the beginning of April.","External",NA,NA,NA,NA,NA,NA,3.8,NA
"Pay off our Storage Locker by the beginning of April.","Value",NA,NA,NA,NA,NA,NA,3.22222222222222,NA
"Pay off this house","Clarity",NA,7.16666666666667,NA,4,NA,NA,NA,NA
"Pay off this house","Consensus",NA,1.75,NA,3.5,NA,NA,NA,NA
"Pay off this house","External",NA,5,NA,3.6,NA,NA,NA,NA
"Pay off this house","Value",NA,5.88888888888889,NA,3.75,NA,NA,NA,NA
"Paying down my credit cards until they are done.","Clarity",NA,NA,NA,4.66666666666667,NA,NA,4.66666666666667,NA
"Paying down my credit cards until they are done.","Consensus",NA,NA,NA,3,NA,NA,3,NA
"Paying down my credit cards until they are done.","External",NA,NA,NA,3.8,NA,NA,4.8,NA
"Paying down my credit cards until they are done.","Value",NA,NA,NA,3.33333333333333,NA,NA,4.77777777777778,NA
"planning for potential move within next few months","Clarity",NA,NA,3.75,NA,NA,3.5,NA,NA
"planning for potential move within next few months","Consensus",NA,NA,4,NA,NA,2.25,NA,NA
"planning for potential move within next few months","External",NA,NA,4.75,NA,NA,4.6,NA,NA
"planning for potential move within next few months","Value",NA,NA,4,NA,NA,4.55555555555556,NA,NA
"Possibly get a 2nd job this summer working at the Water Park for 5 months starting in May, if not do active survey tasks and transcription for extra income by May-June.","Clarity",NA,NA,NA,NA,NA,NA,5.5,6.66666666666667
"Possibly get a 2nd job this summer working at the Water Park for 5 months starting in May, if not do active survey tasks and transcription for extra income by May-June.","Consensus",NA,NA,NA,NA,NA,NA,1.75,0.5
"Possibly get a 2nd job this summer working at the Water Park for 5 months starting in May, if not do active survey tasks and transcription for extra income by May-June.","External",NA,NA,NA,NA,NA,NA,5.66666666666667,3.4
"Possibly get a 2nd job this summer working at the Water Park for 5 months starting in May, if not do active survey tasks and transcription for extra income by May-June.","Value",NA,NA,NA,NA,NA,NA,4.55555555555556,4.125
"Practice French daily.","Clarity",NA,NA,NA,5.5,NA,5.33333333333333,NA,NA
"Practice French daily.","Consensus",NA,NA,NA,0,NA,2,NA,NA
"Practice French daily.","External",NA,NA,NA,2.4,NA,4.8,NA,NA
"Practice French daily.","Value",NA,NA,NA,2.66666666666667,NA,4.22222222222222,NA,NA
"practice my musical instruments at least 1 hour daily","Clarity",NA,NA,6.5,NA,7.33333333333333,NA,NA,NA
"practice my musical instruments at least 1 hour daily","Consensus",NA,NA,-7,NA,1.75,NA,NA,NA
"practice my musical instruments at least 1 hour daily","External",NA,NA,4,NA,3.2,NA,NA,NA
"practice my musical instruments at least 1 hour daily","Value",NA,NA,3.125,NA,4,NA,NA,NA
"Provide a father figure to my grandsons who are 9 and 12 years old and are living with us. At least five days a week, provide tips to them to help them succeed in life.provide","Clarity",NA,NA,3.75,NA,6.5,NA,NA,NA
"Provide a father figure to my grandsons who are 9 and 12 years old and are living with us. At least five days a week, provide tips to them to help them succeed in life.provide","Consensus",NA,NA,2,NA,1.25,NA,NA,NA
