"MTurkCode","goal_order","content","goals","listNum","total_goal","goalType","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility","total_fac","total_con","out_fac_m","out_fac_sd","out_con_m","out_con_sd","in_fac_m","in_fac_sd","in_con_m","in_con_sd","out_net","in_net","priority","progress_base","satisfaction_base","Extraversion_mean","Agreeableness_mean","Conscientiousness_mean","Neuroticism_mean","OpenMindedness_mean","BSCS_mean","GSE_mean","GS_mean","LET_mean","PS_mean","RSE_mean","SWL_mean","PSS_mean","K10_mean","BAS_drive","BAS_funSeeking","BAS_rewardResponse","BIS","GAT_disengagement","GAT_reengagement","age","gender","gender_4_TEXT","race","ethnicity","occupation","education","marital_status","income","subjectiveSES","three_month_goals","Value_4","Clarity_4","External_4","Consensus_4","Value_6","External_6","Attainability_6","Consensus_6","Measurability_6","Instrumentality_6","endTime","initial_time","AR_F1","commitment_F1","effort_F1","plan_F1","progress_F1","resources_other_F1","resources_self_F1","satisfaction_F1","status_F1","urgency_F1","AR_F2","commitment_F2","effort_F2","plan_F2","progress_F2","resources_other_F2","resources_self_F2","satisfaction_F2","status_F2","urgency_F2","AR_F3","commitment_F3","effort_F3","plan_F3","progress_F3","resources_other_F3","resources_self_F3","satisfaction_F3","status_F3","urgency_F3","terminate_time","ACRISS_F1","ACRISS_F2","ACRISS_F3","final_time","miss_final","all_progress","progress_final","satisfaction_final","status_final","status","time_point","affordance_post","approach_avoidance_post","attainability_post","attainment_maintenance_post","attractiveness_achievement_post","attractiveness_progress_post","basic_needs_post","clarity_post","commonality_post","conflict_post","connectedness_post","construal_level_post","control_post","difficulty_post","end_state_specificity_post","external_importance_post","external_motivation_post","frequency_post","ideal_motivation_post","identified_motivation_post","importance_post","instrumentality_post","intrinsic_motivation_post","introjected_motivation_post","meaningfulness_post","measurability_post","ought_motivation_post","social_desirability_post","specificity_post","temporal_duration_post","visibility_post","adjusted_goals_F1","adjusted_goals_F2","adjusted_goals_F3","adjust_num","post_timePoint","Value_4_post","Clarity_4_post","External_4_post","Consensus_4_post","Value_6_post","External_6_post","Attainability_6_post","Consensus_6_post","Measurability_6_post","Instrumentality_6_post"
"A1R5W4RQZTROD8",2,"leisure","My goal is to enjoy myself by going fishing as often as possible.",4,4,"recurrance",5,7,10,5,7,6,7,7,7,2,4,1,5,6,2,3,1,1,1,1,1,7,2,3,5,7,1,7,1,7,3,2,1,2,5,7,2,7,NA,3,2,1.25,2.58,1,0,4.67,1.53,1,0,3.33,0.58,-3.67,-2.33,4,8,6,3,1.33333333333333,3.33333333333333,1,1,2.61538461538462,3.5,3.625,4.83333333333333,3,3,5.4,0.5,1.1,3,3.5,2.2,1.28571428571429,2.75,2.66666666666667,40,1,NA,"2",2,"Education Director",4,1,4,5,"",4.3,4.85714285714286,1.2,1,5.57142857142857,1.66666666666667,5,1,5,2.66666666666667,NA,2,8,1,1,2,0,2,2,1,"abandoned",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",3.16666666666667,NA,NA,"F1",FALSE,NA,0,1,"abandoned","abandoned","F1",2,1,2,5,5,4,4,6,2,4,1,3,4,5,3,1,1,2,4,2,3,2,7,2,4,6,1,2,2,3,4,NA,NA,NA,0,"F1",3.3,2.57142857142857,1.8,0.25,3.57142857142857,2.16666666666667,1.25,0.25,4,2.33333333333333
"A1R5W4RQZTROD8",3,"finance","My goal is to save $500 a month.",4,4,"recurrance",5,7,10,3,4,4,6,7,6,7,2,1,2,6,4,4,3,3,1,2,1,4,5,4,4,6,5,1,1,2,7,2,1,2,3,7,4,7,3,3,4,1.25,2.58,1.33,0.58,2,1.73,1.67,1.15,2.67,2.08,-0.67,-1,3,7,4,3,1.33333333333333,3.33333333333333,1,1,2.61538461538462,3.5,3.625,4.83333333333333,3,3,5.4,0.5,1.1,3,3.5,2.2,1.28571428571429,2.75,2.66666666666667,40,1,NA,"2",2,"Education Director",4,1,4,5,"",3.5,5.71428571428571,2,4,3.57142857142857,2,4.5,4,7,4,NA,3,4,4,2,2,10,2,7,7,"continued",2,1,7,2,7,10,1,7,7,"continued",1,1,6,4,2,10,3,7,7,"continued",1,NA,1.5,1.66666666666667,1.66666666666667,"F3",FALSE,TRUE,10,7,"continued","continued","F3",5,1,10,4,6,6,7,7,6,2,1,3,5,2,1,2,2,2,3,4,4,5,2,1,4,7,2,6,6,4,2,NA,NA,NA,0,"F3",3.8,5.42857142857143,1.8,4.25,4.28571428571429,1.83333333333333,5,4.25,6.5,3.66666666666667
"A1R5W4RQZTROD8",4,"physical health","My goal is to either do cardio or lift weights every day.",4,4,"recurrance",6,7,9,1,6,5,7,7,7,5,2,2,4,7,4,7,3,4,1,3,1,6,5,7,6,7,4,2,1,3,7,3,1,3,4,7,5,6,3,3,2,1.25,2.58,1.67,1.15,1.67,1.15,1.33,0.58,1.67,1.15,0,-0.33,2,9,6,3,1.33333333333333,3.33333333333333,1,1,2.61538461538462,3.5,3.625,4.83333333333333,3,3,5.4,0.5,1.1,3,3.5,2.2,1.28571428571429,2.75,2.66666666666667,40,1,NA,"2",2,"Education Director",4,1,4,5,"",4.5,5.71428571428571,1.8,3.75,5,1.83333333333333,4.5,3.75,6.5,4.33333333333333,NA,2,4,5,3,5,9,4,7,7,"continued",2,5,2,3,3,5,2,5,3,"adjusted",2,4,4,3,4,8,2,6,6,"adjusted",3,NA,1.5,2.16666666666667,2.5,"F3",FALSE,TRUE,8,6,"adjusted","adjusted","F3",5,1,9,5,5,4,6,7,7,2,1,3,6,3,1,4,2,2,5,4,3,5,2,2,3,7,2,6,6,3,4,NA,"Work out in some capacity at least 3x a week","Work out 5x a week",2,"F3",3.6,5.42857142857143,2.8,4.25,3.85714285714286,2.66666666666667,4.5,4.25,6.5,4
"A1XUZFDVKP95VC",1,"work/career development","getting my small business off the ground in the next 6 months",2,2,"long-term",4,4,8,6,7,6,3,5,6,2,2,5,6,3,5,5,1,5,2,3,2,6,6,4,6,6,7,2,4,4,5,6,1,2,7,7,6,6,3,6,5,2,1,1,NA,1,NA,3,NA,1,NA,0,2,2,3,3,2,3,3.66666666666667,2.33333333333333,5,3.53846153846154,3,4,3.16666666666667,3.525,1.1,1,3.3,2.2,1.5,1.75,3.6,3.42857142857143,1.75,4,41,1,NA,"3",1,"",4,2,5,3,"getting all the necessary supplies and trying to find out information about setting up a business in my name and a few other things like that",5.8,4.14285714285714,3.4,2.25,5.85714285714286,3.16666666666667,3,2.25,5.5,5,NA,3,5,3,4,5,3,4,6,3,"continued",3,2,5,4,5,6,5,7,5,"continued",3,2,6,5,5,9,4,7,6,"continued",4,NA,2.83333333333333,2.33333333333333,2.5,"F3",FALSE,TRUE,9,6,"continued","continued","F3",4,1,10,1,6,6,4,5,4,2,3,6,5,5,4,7,2,1,5,7,7,6,5,1,4,6,1,6,6,3,6,NA,NA,NA,0,"F3",5.5,4.85714285714286,3.4,2.25,5.85714285714286,3.16666666666667,3.5,2.25,6,4.66666666666667
"A1XUZFDVKP95VC",2,"other","advocating for my eye surgery to be covered from my insurance company",2,2,"short-term",7,NA,6,NA,7,7,7,5,7,1,3,4,4,2,6,4,NA,7,6,1,2,6,7,3,7,7,7,1,4,3,6,5,2,2,6,6,7,7,3,7,6,2,1,3,NA,1,NA,1,NA,1,NA,2,0,1,7,5,2,3,3.66666666666667,2.33333333333333,5,3.53846153846154,3,4,3.16666666666667,3.525,1.1,1,3.3,2.2,1.5,1.75,3.6,3.42857142857143,1.75,4,41,1,NA,"3",1,"",4,2,5,3,"",5.8,4.28571428571429,5,3.5,5.85714285714286,4.66666666666667,3,3.5,6.5,4.33333333333333,"in_weeks",2,4,7,5,4,5,5,7,5,"continued",5,4,7,6,5,11,6,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2.16666666666667,2,NA,"F2",FALSE,NA,11,7,"completed","completed","F2",7,1,11,1,6,6,7,6,NA,2,5,7,6,6,1,7,4,1,7,7,7,7,1,4,4,7,5,7,7,2,6,NA,NA,NA,0,"F2",6.2,6,5.2,NA,6.28571428571429,4.66666666666667,4.5,NA,7,6
"A22SZHZTF72TRM",1,"physical health","My goal is to run a sub 25min 5k within 3 months.",4,4,"short-term",6,6,11,7,6,6,6,6,7,4,1,4,4,7,6,6,3,4,1,3,1,6,7,6,7,4,4,5,4,1,7,3,4,3,4,6,7,7,3,2,6,2.25,1,2.67,2.89,1,0,2.67,2.89,1,0,1.67,1.67,1,3,5,4.33333333333333,5,3,2.33333333333333,3.33333333333333,2.46153846153846,2.9,2.75,3.83333333333333,3.1,2,4.4,1.8,1.5,3.25,3,3.8,3.42857142857143,3.75,4,38,2,NA,"2",2,"sales manager",4,2,6,5,"",5.1,6.14285714285714,3.8,3,5.28571428571429,3.33333333333333,4.25,3,7,5,"three_month",5,1,7,7,7,10,7,7,7,"completed",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",2.2,NA,NA,"F1",FALSE,NA,10,7,"completed","completed","F1",7,7,11,6,7,7,7,7,4,1,4,4,7,7,2,3,4,2,6,7,7,7,5,5,4,7,2,7,7,3,4,NA,NA,NA,0,"F1",6,6.42857142857143,3.6,3.25,6,3.16666666666667,4.5,3.25,7,6
"A22SZHZTF72TRM",2,"physical health","My goal is to lose 5 lbs in the next 2 months.",4,4,"short-term",6,6,10,7,5,6,6,6,6,7,1,7,3,7,4,6,3,2,4,3,2,6,6,5,6,4,7,4,4,4,7,6,1,5,6,6,6,7,3,4,4,2.25,1,2.67,2.89,1,0,2.67,2.89,1,0,1.67,1.67,4,7,4,4.33333333333333,5,3,2.33333333333333,3.33333333333333,2.46153846153846,2.9,2.75,3.83333333333333,3.1,2,4.4,1.8,1.5,3.25,3,3.8,3.42857142857143,3.75,4,38,2,NA,"2",2,"sales manager",4,2,6,5,"",5.4,6,3,3.75,5.14285714285714,2.66666666666667,4.5,3.75,7,7,"two_month",5,5,3,2,5,3,5,7,3,"continued",2,5,3,3,5,2,7,7,1,"continued",3,6,3,3,5,4,4,7,2,"continued",3,NA,3.16666666666667,3.5,3.66666666666667,"F3",FALSE,TRUE,4,2,"continued","continued","F3",4,1,5,8,5,5,6,5,7,1,1,8,7,4,1,1,7,1,7,7,3,1,2,7,6,7,2,7,7,2,2,NA,NA,NA,0,"F3",4.7,4.85714285714286,3.8,4.5,5.85714285714286,3.33333333333333,2.5,4.5,7,3
"A22SZHZTF72TRM",3,"mental health","My goal is to take time to appreciate small things every day.",4,4,"recurrance",7,7,9,1,6,6,7,4,7,7,1,2,7,7,3,2,3,4,7,1,1,7,7,4,7,6,4,6,2,7,1,7,1,4,4,7,7,7,1,4,2,2.25,1,1.67,1.15,1,0,2,1.73,1,0,0.67,1,3,4,3,4.33333333333333,5,3,2.33333333333333,3.33333333333333,2.46153846153846,2.9,2.75,3.83333333333333,3.1,2,4.4,1.8,1.5,3.25,3,3.8,3.42857142857143,3.75,4,38,2,NA,"2",2,"sales manager",4,2,6,5,"",5.6,4.85714285714286,3.2,3.75,6.71428571428571,2.83333333333333,4.25,3.75,4,4.33333333333333,NA,3,3,5,5,3,7,7,7,5,"continued",3,5,6,6,7,9,7,7,7,"continued",4,3,5,3,5,9,5,7,7,"completed",3,"F3",2.33333333333333,1.83333333333333,2.33333333333333,"F3",FALSE,TRUE,9,7,"completed","completed","F3",6,1,10,7,5,6,7,7,6,1,1,8,7,2,3,4,2,2,6,6,7,2,5,2,6,6,2,7,6,1,2,NA,NA,NA,0,"F3",4.9,5.85714285714286,2.4,3.75,6.28571428571429,2.16666666666667,5.25,3.75,6,3.33333333333333
"A22SZHZTF72TRM",4,"house work","My goal is to keep my apartment clean on a weekly basis.",4,4,"recurrance",5,NA,7,1,6,6,7,5,7,7,2,3,5,6,6,5,1,6,6,3,1,7,7,3,7,6,4,2,6,4,6,7,6,5,6,7,7,2,2,5,7,2.25,1,2,1.73,1,0,1.67,1.15,1,0,1,0.67,2,4,3,4.33333333333333,5,3,2.33333333333333,3.33333333333333,2.46153846153846,2.9,2.75,3.83333333333333,3.1,2,4.4,1.8,1.5,3.25,3,3.8,3.42857142857143,3.75,4,38,2,NA,"2",2,"sales manager",4,2,6,5,"",5.5,4.14285714285714,6.2,4.75,6,5.5,2.75,4.75,4,4.33333333333333,NA,3,1,6,5,5,7,6,6,5,"continued",4,1,7,6,6,8,7,7,6,"continued",7,4,6,4,6,10,7,7,6,"completed",2,"F3",2.33333333333333,2.33333333333333,2.33333333333333,"F3",FALSE,TRUE,10,6,"completed","completed","F3",5,2,10,7,5,5,6,6,7,1,1,8,7,4,3,5,6,2,5,6,6,2,4,4,4,6,5,6,4,2,4,NA,NA,NA,0,"F3",4.6,5.28571428571429,4.8,3.75,5.57142857142857,4.16666666666667,4.25,3.75,5,3.33333333333333
"A1G187YBG0DVMQ",1,"physical health","My goalis to get blood pressure down to normal range in the following month",3,3,"short-term",5,6,8,1,6,5,5,6,7,5,2,3,5,5,6,6,2,6,4,1,1,7,6,4,6,2,4,5,2,6,6,5,3,2,6,7,6,2,3,6,7,1.67,1.67,1.5,0.71,1,0,1,0,1,0,0.5,0,1,1,2,1.33333333333333,3.66666666666667,4.66666666666667,3,3,4.15384615384615,1.7,3.375,3.66666666666667,2.875,2.5,5.4,1.3,1.6,3.25,1.75,2.2,3.14285714285714,4,2.33333333333333,29,1,NA,"5",2,"pharm tech",4,1,4,3,"",5.4,4.28571428571429,4.4,2.75,5.85714285714286,4,3.25,2.75,4,4,"in_weeks",7,2,6,5,7,10,7,6,6,"continued",7,2,7,5,5,9,7,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",1.66666666666667,1.5,NA,"F2",FALSE,NA,9,7,"completed","completed","F2",4,4,10,7,7,7,5,6,7,1,2,3,7,5,2,2,3,1,5,5,7,7,1,1,3,5,6,2,2,2,6,NA,NA,NA,0,"F2",5.1,4.71428571428571,3.6,3.25,5.28571428571429,3.16666666666667,3.75,3.25,3.5,5.33333333333333
"A1G187YBG0DVMQ",2,"finance","My goal is to starting tackling credit card debt",3,3,"long-term",2,6,5,7,5,6,5,6,7,7,2,3,2,3,4,4,3,6,3,3,2,6,5,6,7,8,5,6,6,2,6,4,6,3,4,6,6,6,4,5,6,1.67,1.67,2.5,2.12,1.5,0.71,1,0,2.5,2.12,1,-1.5,2,0,1,1.33333333333333,3.66666666666667,4.66666666666667,3,3,4.15384615384615,1.7,3.375,3.66666666666667,2.875,2.5,5.4,1.3,1.6,3.25,1.75,2.2,3.14285714285714,4,2.33333333333333,29,1,NA,"5",2,"pharm tech",4,1,4,3,"i am hoping to tackle about 20%.",4.5,3.71428571428571,5.4,3,4.71428571428571,4.83333333333333,2.25,3,6,3.66666666666667,NA,1,1,6,4,6,4,2,6,5,"continued",2,6,2,1,1,1,1,2,1,"abandoned",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",2,4,NA,"F2",FALSE,NA,1,1,"abandoned","abandoned","F2",1,2,1,1,3,3,2,3,7,1,3,6,6,7,3,5,1,1,6,7,4,2,1,6,3,7,6,3,7,4,1,NA,NA,NA,0,"F2",4.4,3.42857142857143,3.8,2.75,4.57142857142857,3.33333333333333,-0.5,2.75,7,3.66666666666667
"A1G187YBG0DVMQ",3,"social/relationship","My goalis to make new friends",3,3,"recurrance",4,6,3,2,5,5,5,2,7,3,1,3,4,6,6,5,1,3,3,1,1,3,5,3,7,6,3,4,3,5,4,5,7,1,2,7,6,3,3,3,2,1.67,1.67,1,0,2.5,2.12,3,1.41,1.5,0.71,-1.5,1.5,3,2,1,1.33333333333333,3.66666666666667,4.66666666666667,3,3,4.15384615384615,1.7,3.375,3.66666666666667,2.875,2.5,5.4,1.3,1.6,3.25,1.75,2.2,3.14285714285714,4,2.33333333333333,29,1,NA,"5",2,"pharm tech",4,1,4,3,"",4.6,3,3.6,2.5,4.85714285714286,3.16666666666667,0.75,2.5,3.5,4,NA,3,8,2,2,4,2,2,2,2,"abandoned",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F1",2.16666666666667,NA,NA,"F1",FALSE,NA,2,2,"abandoned","abandoned","F1",3,2,2,1,2,5,5,3,6,1,2,2,2,3,3,2,4,1,6,4,2,4,3,3,2,6,6,4,1,4,3,NA,NA,NA,0,"F1",3.2,2.28571428571429,3.6,3,3.28571428571429,3.16666666666667,1.25,3,3.5,2.66666666666667
"A2BJTPZLXIGO8D",1,"house work","I want to cultivate a garden and produce my own food through this Summer.",3,3,"recurrance",4,7,9,7,6,6,7,7,7,4,1,4,3,7,4,5,2,1,1,1,1,7,7,7,7,7,7,7,1,7,5,3,1,3,7,5,6,7,3,7,7,2,1.17,2.5,2.12,1.5,0.71,2.5,2.12,1,0,1,1.5,2,8,7,3.66666666666667,4.33333333333333,4.66666666666667,2.33333333333333,3,3.84615384615385,3.2,3.625,5,3.45,2.3,5,0.6,1.4,3.5,3.5,4,3.57142857142857,2,4.5,26,2,NA,"5",2,"Unemployed",4,1,5,6,"",5.8,5.42857142857143,2.2,2.5,6.14285714285714,2,4,2.5,6,6,NA,2,1,7,7,7,8,4,7,5,"continued",7,1,7,7,7,8,4,6,5,"continued",7,1,7,6,6,6,4,6,6,"continued",5,NA,1.16666666666667,1.33333333333333,1.83333333333333,"F3",FALSE,TRUE,6,6,"continued","continued","F3",5,1,9,1,6,6,7,6,5,4,4,4,7,4,2,7,1,2,7,7,7,6,7,1,7,4,1,7,4,3,4,NA,NA,NA,0,"F3",5.8,4.42857142857143,2.8,3,6.28571428571429,3,4,3,4,5.66666666666667
"A2BJTPZLXIGO8D",2,"work/career development","I want to start my own business and make money working for myself.",3,3,"recurrance",4,7,7,7,4,4,5,5,6,4,3,4,7,7,6,7,1,1,1,1,1,5,7,5,7,8,7,5,1,5,4,4,1,4,7,5,5,3,4,4,4,2,1.17,2.5,2.12,1,0,2.5,2.12,1.5,0.71,1.5,1,1,2,2,3.66666666666667,4.33333333333333,4.66666666666667,2.33333333333333,3,3.84615384615385,3.2,3.625,5,3.45,2.3,5,0.6,1.4,3.5,3.5,4,3.57142857142857,2,4.5,26,2,NA,"5",2,"Unemployed",4,1,5,6,"",5.6,3.85714285714286,1.6,2.25,5.57142857142857,1.83333333333333,2.5,2.25,3.5,6,NA,1,2,5,4,4,6,4,5,4,"continued",4,6,4,4,4,3,1,4,1,"continued",4,6,4,4,5,4,6,5,4,"continued",4,NA,1.5,2.83333333333333,2.83333333333333,"F3",FALSE,TRUE,4,4,"continued","continued","F3",4,1,8,1,7,7,7,5,4,1,4,6,7,5,2,5,1,2,6,7,7,7,6,1,6,4,1,7,5,4,6,NA,NA,NA,0,"F3",6.2,4.57142857142857,2.8,3,6.57142857142857,2.5,3,3,4.5,6
"A2BJTPZLXIGO8D",3,"physical health","I want to begin working out again, mainly on my abs.",3,3,"recurrance",5,7,3,7,7,7,4,5,4,7,2,4,4,7,7,4,1,6,1,3,1,7,7,4,7,8,4,4,5,4,3,1,1,6,6,5,7,4,3,4,4,2,1.17,1,0,1,0,1,0,1,0,0,0,3,2,2,3.66666666666667,4.33333333333333,4.66666666666667,2.33333333333333,3,3.84615384615385,3.2,3.625,5,3.45,2.3,5,0.6,1.4,3.5,3.5,4,3.57142857142857,2,4.5,26,2,NA,"5",2,"Unemployed",4,1,5,6,"",5.8,3.57142857142857,3.4,3.5,6.14285714285714,3.16666666666667,1.5,3.5,3.5,5,NA,1,3,6,4,4,5,5,5,4,"continued",3,6,2,2,4,1,4,4,1,"continued",2,6,4,3,5,3,5,6,1,"continued",4,NA,1.66666666666667,1.16666666666667,2.5,"F3",FALSE,TRUE,3,1,"continued","continued","F3",4,1,8,3,7,7,7,5,6,2,4,4,7,4,3,1,1,2,7,7,7,6,5,4,6,6,1,7,4,3,4,NA,NA,NA,0,"F3",5.9,4.57142857142857,2.2,3.75,6.42857142857143,2.16666666666667,3.25,3.75,5,5.66666666666667
"A2DVV59R1CQU6T",1,"skill development","My goal is to become fluent in Spanish in the next year.",3,3,"long-term",7,7,6,5,6,5,5,7,7,5,2,5,5,6,6,5,1,7,6,1,2,7,7,6,7,8,7,4,7,6,5,5,6,3,7,6,6,7,4,4,7,3,1,1.5,0.71,1,0,1.5,0.71,1,0,0.5,0.5,1,4,4,1.66666666666667,4.33333333333333,4.66666666666667,3.33333333333333,4.66666666666667,3.38461538461538,3.6,3.375,4.16666666666667,3.2,2,6.2,1.3,1.8,3,3,3.4,3.42857142857143,1.75,3,30,1,NA,"5",2,"systems administrator",4,2,4,4,"I plan to reach level 5 in Duolingo",6.1,5.14285714285714,6.6,3,6.14285714285714,5.83333333333333,3.5,3,6,6,NA,1,3,6,3,6,5,5,7,5,"continued",5,5,6,6,5,4,4,7,3,"continued",7,2,5,4,6,7,5,7,5,"continued",6,NA,2.66666666666667,2.66666666666667,2.5,"F3",FALSE,TRUE,7,5,"continued","continued","F3",6,1,8,1,6,5,5,7,5,2,2,5,6,6,1,7,5,1,7,7,7,7,4,7,7,7,6,6,7,4,7,NA,NA,NA,0,"F3",5.9,5.57142857142857,6.4,3,6.28571428571429,5.66666666666667,3.75,3,7,5
"A2DVV59R1CQU6T",2,"social/relationship","My goal is to be intimate with my partner three times per week.",3,3,"recurrance",4,7,10,1,7,7,7,5,7,3,2,1,1,2,3,5,3,6,5,1,1,5,6,7,7,2,4,7,2,6,4,7,5,2,7,7,4,7,4,2,2,3,1,4,2.83,1,0,4,2.83,1,0,3,3,3,NA,NA,1.66666666666667,4.33333333333333,4.66666666666667,3.33333333333333,4.66666666666667,3.38461538461538,3.6,3.375,4.16666666666667,3.2,2,6.2,1.3,1.8,3,3,3.4,3.42857142857143,1.75,3,30,1,NA,"5",2,"systems administrator",4,2,4,4,"",4.7,4.28571428571429,4,1.75,5.57142857142857,3.66666666666667,4,1.75,5.5,2.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"continued","F3",5,1,10,7,7,7,7,6,4,1,1,3,2,3,1,7,4,2,6,6,7,5,7,5,6,7,5,7,6,5,7,NA,NA,NA,0,"F3",5.1,5,5.6,2.75,6,4.83333333333333,4.5,2.75,6.5,2.66666666666667
"A2DVV59R1CQU6T",3,"physical health","My goal is to exercise five times per week.",3,3,"recurrance",5,7,8,1,6,6,7,7,7,7,2,3,2,3,4,6,3,4,3,3,1,7,7,7,7,8,6,5,7,7,7,7,5,3,7,7,7,7,4,7,7,3,1,3.5,3.54,1,0,3.5,3.54,1,0,2.5,2.5,2,0,2,1.66666666666667,4.33333333333333,4.66666666666667,3.33333333333333,4.66666666666667,3.38461538461538,3.6,3.375,4.16666666666667,3.2,2,6.2,1.3,1.8,3,3,3.4,3.42857142857143,1.75,3,30,1,NA,"5",2,"systems administrator",4,2,4,4,"",5.5,5,5.2,4,6,4.66666666666667,4,4,7,4,NA,1,2,6,5,7,8,5,6,5,"continued",6,4,5,5,6,6,6,7,5,"continued",4,4,7,7,7,8,7,7,6,"continued",6,NA,3,2.66666666666667,2.33333333333333,"F3",FALSE,TRUE,8,6,"continued","continued","F3",6,1,9,7,6,6,7,7,7,2,4,5,5,6,1,7,4,2,7,7,7,7,7,6,6,7,4,7,6,5,7,NA,NA,NA,0,"F3",6.1,5.42857142857143,5.6,3.5,6.28571428571429,5,4,3.5,6.5,5.33333333333333
"A2ASTDMWBCFIP0",1,"physical health","Lose thirty pounds three months",2,2,"short-term",4,6,7,5,7,7,7,5,6,6,4,3,6,6,7,4,3,5,3,2,NA,6,6,5,7,6,6,4,5,5,5,5,4,4,6,6,6,6,3,6,6,4,2.5,4,NA,2,NA,4,NA,3,NA,2,1,2,1,4,3,4.66666666666667,4.33333333333333,2.66666666666667,4,3.61538461538462,2.7,4.125,4,3.275,1.8,2.4,1.8,1.1,2.75,3,3.4,2.85714285714286,2.5,3.83333333333333,30,2,NA,"3",2,"Project supervisor",2,1,4,4,"",6,4.14285714285714,4.6,3.75,6.28571428571429,4.5,2.25,3.75,5.5,5,"three_month",3,2,4,4,5,3,6,4,4,"continued",4,5,4,4,5,5,6,5,4,"continued",4,5,4,4,5,5,6,4,4,"adjusted",4,NA,2.66666666666667,3,3.66666666666667,"F3",FALSE,TRUE,5,4,"adjusted","adjusted","F3",6,1,7,4,7,6,7,4,7,5,4,5,7,6,1,4,4,2,6,6,6,5,4,6,4,4,5,7,6,3,6,NA,NA,"Instead of 30 pounds, I aimed for 20",1,"F3",5.5,4.14285714285714,5,4.25,5.71428571428571,5,2.75,4.25,5,5.33333333333333
"A2ASTDMWBCFIP0",2,"academic/school","Go back to college this summer to work on degree in three months",2,2,"short-term",4,7,9,7,7,7,6,6,7,7,4,4,7,7,3,4,1,6,2,2,2,7,7,6,7,7,7,5,4,4,4,6,3,3,6,7,7,6,3,5,7,4,2.5,4,NA,3,NA,4,NA,2,NA,1,2,1,6,7,3,4.66666666666667,4.33333333333333,2.66666666666667,4,3.61538461538462,2.7,4.125,4,3.275,1.8,2.4,1.8,1.1,2.75,3,3.4,2.85714285714286,2.5,3.83333333333333,30,2,NA,"3",2,"Project supervisor",2,1,4,4,"",6,4.57142857142857,4.4,3.75,6.57142857142857,4.33333333333333,4,3.75,5,6,"three_month",2,1,4,3,3,9,2,2,6,"continued",5,1,7,7,7,11,7,7,7,"completed",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F2",1.66666666666667,1.83333333333333,NA,"F2",FALSE,NA,11,7,"completed","completed","F2",6,1,11,1,7,7,6,7,7,4,4,5,7,2,1,6,3,1,6,7,7,7,4,4,4,7,4,7,6,3,7,NA,NA,NA,0,"F2",5.6,5.71428571428571,4.8,4,6.14285714285714,4.66666666666667,5.5,4,6.5,6
"A21BXRUD15TQL8",1,"work/career development","I want to find a job that is meaningful to me in the next year.",3,3,"long-term",5,5,7,6,6,5,3,5,4,5,2,4,5,7,4,5,3,4,3,3,2,5,6,3,5,6,5,2,2,4,4,5,3,4,4,6,6,4,4,4,4,3.83,1.33,1.5,0.71,1.5,0.71,4,4.24,1,0,0,3,3,0,2,2.33333333333333,3.66666666666667,3.33333333333333,2.66666666666667,4.66666666666667,3.69230769230769,3,2.75,4,2.8,2,5,1.6,1.7,2.5,2.75,2.8,2.71428571428571,3.75,3.66666666666667,31,2,NA,"5",2,"unemployed",4,2,7,7,"I want to be able to determine what kind of job will feel fulfilling to me, and then actively work on pursuing it.",4.9,4.28571428571429,3.2,3,5.14285714285714,3,3.25,3,4,5.33333333333333,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
